RosTime,PositionForIiwa7,OrientationForIiwa7,PositionForIiwa14,OrientationForIiwa14
1714648563.5268586,0.55524641275405884 0.79685842990875244 0.27826052904129028,0.0026102378033101559 0.0024242927320301533    0.1151626855134964   0.99334025382995605,0.55524641275405884 0.79685842990875244 0.27826052904129028,0.0026102378033101559 0.0024242927320301533    0.1151626855134964   0.99334025382995605
1714648563.5368569,0.55641800165176392 0.78713339567184448 0.27842965722084045,0.0025523549411445856 0.0022911829873919487   0.10679345577955246   0.99427533149719238,0.55641800165176392 0.78713339567184448 0.27842965722084045,0.0025523549411445856 0.0022911829873919487   0.10679345577955246   0.99427533149719238
1714648563.5518579,0.55833178758621216 0.77458655834197998 0.27859202027320862,0.0027982285246253014 0.0019018424209207296  0.095834329724311829   0.99539154767990112,0.55833178758621216 0.77458655834197998 0.27859202027320862,0.0027982285246253014 0.0019018424209207296  0.095834329724311829   0.99539154767990112
1714648563.5568578, 0.5591963529586792 0.76954877376556396 0.27859747409820557,0.0028687324374914169 0.0019287479808554053  0.091619215905666351    0.9957880973815918, 0.5591963529586792 0.76954877376556396 0.27859747409820557,0.0028687324374914169 0.0019287479808554053  0.091619215905666351    0.9957880973815918
1714648563.5668931,0.56104791164398193  0.7592577338218689 0.27856585383415222,0.0018560225144028664 0.0019514759769663215  0.082418873906135559    0.9965941309928894,0.56104791164398193  0.7592577338218689 0.27856585383415222,0.0018560225144028664 0.0019514759769663215  0.082418873906135559    0.9965941309928894
1714648563.5818565,0.56348955631256104 0.74662697315216064 0.27865937352180481,0.0019261958077549934 0.0011233121622353792  0.071136936545372009   0.99746406078338623,0.56348955631256104 0.74662697315216064 0.27865937352180481,0.0019261958077549934 0.0011233121622353792  0.071136936545372009   0.99746406078338623
1714648563.5918567,0.56548267602920532 0.73662221431732178 0.27875161170959473, 0.0017382479272782803 0.00095738016534596682    0.06192658469080925    0.99807876348495483,0.56548267602920532 0.73662221431732178 0.27875161170959473, 0.0017382479272782803 0.00095738016534596682    0.06192658469080925    0.99807876348495483
1714648563.601856,0.56661617755889893 0.72943705320358276 0.27892729640007019,0.0011068979511037469 0.0015691047301515937  0.054810747504234314   0.99849492311477661,0.56661617755889893 0.72943705320358276 0.27892729640007019,0.0011068979511037469 0.0015691047301515937  0.054810747504234314   0.99849492311477661
1714648563.6068575,0.56809788942337036 0.72410541772842407 0.27871784567832947,0.00033045571763068438  0.0011779054766520858   0.049491744488477707    0.99877375364303589,0.56809788942337036 0.72410541772842407 0.27871784567832947,0.00033045571763068438  0.0011779054766520858   0.049491744488477707    0.99877375364303589
1714648563.6118574,0.56911391019821167 0.71919530630111694 0.27868360280990601,0.0001302654854953289 0.0010350371012464166  0.044667065143585205   0.99900138378143311,0.56911391019821167 0.71919530630111694 0.27868360280990601,0.0001302654854953289 0.0010350371012464166  0.044667065143585205   0.99900138378143311
1714648563.6268814,0.57144051790237427 0.70712757110595703 0.27870434522628784,-0.00068200775422155857   0.0013309746282175183    0.033096928149461746     0.99945104122161865,0.57144051790237427 0.70712757110595703 0.27870434522628784,-0.00068200775422155857   0.0013309746282175183    0.033096928149461746     0.99945104122161865
