RosTime,PositionForIiwa7,OrientationForIiwa7,PositionForIiwa14,OrientationForIiwa14
1715862417.0954115,0.54341888427734375 0.26570630073547363 0.31994190812110901, 0.50094121694564819 -0.49981614947319031  -0.4933733344078064  0.50579094886779785,0.54341888427734375 0.26570630073547363 0.31994190812110901, 0.50094121694564819 -0.49981614947319031  -0.4933733344078064  0.50579094886779785
1715862417.1004064,0.54339754581451416 0.26569890975952148 0.31996506452560425, 0.50091135501861572 -0.49974790215492249 -0.49339801073074341  0.50586390495300293,0.54339754581451416 0.26569890975952148 0.31996506452560425, 0.50091135501861572 -0.49974790215492249 -0.49339801073074341  0.50586390495300293
1715862417.1054044,0.54340106248855591 0.26571816205978394 0.31996527314186096, 0.50090980529785156 -0.49979424476623535 -0.49333930015563965  0.50587689876556396,0.54340106248855591 0.26571816205978394 0.31996527314186096, 0.50090980529785156 -0.49979424476623535 -0.49333930015563965  0.50587689876556396
1715862417.1104038,0.54342103004455566 0.26570829749107361 0.31992113590240479, 0.50093132257461548  -0.4998142421245575 -0.49338257312774658  0.50579357147216797,0.54342103004455566 0.26570829749107361 0.31992113590240479, 0.50093132257461548  -0.4998142421245575 -0.49338257312774658  0.50579357147216797
1715862417.1153572,0.54342013597488403 0.26571020483970642 0.31991863250732422, 0.50091534852981567 -0.49981626868247986 -0.49337580800056458  0.50581401586532593,0.54342013597488403 0.26571020483970642 0.31991863250732422, 0.50091534852981567 -0.49981626868247986 -0.49337580800056458  0.50581401586532593
1715862417.1204083,0.54337465763092041 0.26575174927711487 0.31993460655212402, 0.50094127655029297 -0.49983862042427063 -0.49330851435661316  0.50583189725875854,0.54337465763092041 0.26575174927711487 0.31993460655212402, 0.50094127655029297 -0.49983862042427063 -0.49330851435661316  0.50583189725875854
1715862417.1254237,0.54339319467544556 0.26576575636863708 0.31992647051811218, 0.50092273950576782 -0.49984988570213318 -0.49332186579704285  0.50582611560821533,0.54339319467544556 0.26576575636863708 0.31992647051811218, 0.50092273950576782 -0.49984988570213318 -0.49332186579704285  0.50582611560821533
1715862417.1304047,0.54336923360824585 0.26583594083786011 0.31987550854682922, 0.50091743469238281  -0.4998384416103363 -0.49328798055648804  0.50587570667266846,0.54336923360824585 0.26583594083786011 0.31987550854682922, 0.50091743469238281  -0.4998384416103363 -0.49328798055648804  0.50587570667266846
1715862417.1353502,0.54331028461456299 0.26593732833862305 0.31991234421730042, 0.50097334384918213 -0.49980223178863525  -0.4932582676410675  0.50588512420654297,0.54331028461456299 0.26593732833862305 0.31991234421730042, 0.50097334384918213 -0.49980223178863525  -0.4932582676410675  0.50588512420654297
1715862417.1403947,0.54331272840499878 0.26601383090019226 0.31990879774093628, 0.50096684694290161 -0.49976450204849243 -0.49326443672180176  0.50592273473739624,0.54331272840499878 0.26601383090019226 0.31990879774093628, 0.50096684694290161 -0.49976450204849243 -0.49326443672180176  0.50592273473739624
1715862417.1453981,0.54332941770553589 0.26604071259498596 0.31988650560379028,  0.5009617805480957 -0.49975284934043884 -0.49329724907875061  0.50590735673904419,0.54332941770553589 0.26604071259498596 0.31988650560379028,  0.5009617805480957 -0.49975284934043884 -0.49329724907875061  0.50590735673904419
