RosTime,PositionForIiwa7,OrientationForIiwa7,PositionForIiwa14,OrientationForIiwa14
1714663143.7788246,0.54738754034042358 0.60869407653808594 0.27906829118728638,0.0023303828202188015 0.0056646978482604027    0.4028700590133667    0.9152367115020752,0.54738754034042358 0.60869407653808594 0.27906829118728638,0.0023303828202188015 0.0056646978482604027    0.4028700590133667    0.9152367115020752
1714663143.7938156,0.54963719844818115 0.60007691383361816 0.27900698781013489, 0.002564192283898592 0.0060112387873232365   0.40415957570075989   0.91466516256332397,0.54963719844818115 0.60007691383361816 0.27900698781013489, 0.002564192283898592 0.0060112387873232365   0.40415957570075989   0.91466516256332397
