RosTime,PositionForIiwa7,OrientationForIiwa7,PositionForIiwa14,OrientationForIiwa14
1714990494.6446776,0.49850836396217346 0.82253158092498779 0.31725504994392395, 0.57717156410217285 -0.40718138217926025 -0.40174832940101624  0.58281606435775757,0.49850836396217346 0.82253158092498779 0.31725504994392395, 0.57717156410217285 -0.40718138217926025 -0.40174832940101624  0.58281606435775757
1714990494.6496284,0.49863544106483459 0.81731307506561279 0.31731271743774414, 0.57724088430404663 -0.40678545832633972 -0.40137845277786255   0.5832785964012146,0.49863544106483459 0.81731307506561279 0.31731271743774414, 0.57724088430404663 -0.40678545832633972 -0.40137845277786255   0.5832785964012146
1714990494.6546721,0.49886822700500488 0.81188827753067017 0.31737124919891357, 0.57783311605453491 -0.40639826655387878 -0.40081748366355896  0.58334779739379883,0.49886822700500488 0.81188827753067017 0.31737124919891357, 0.57783311605453491 -0.40639826655387878 -0.40081748366355896  0.58334779739379883
1714990494.6646731,0.49931931495666504 0.80349487066268921 0.31733125448226929, 0.57800930738449097 -0.40566322207450867 -0.40054303407669067  0.58387315273284912,0.49931931495666504 0.80349487066268921 0.31733125448226929, 0.57800930738449097 -0.40566322207450867 -0.40054303407669067  0.58387315273284912
1714990494.6696715,0.49969485402107239 0.79771006107330322 0.31736704707145691, 0.57826972007751465 -0.40577057003974915 -0.39978519082069397  0.58406007289886475,0.49969485402107239 0.79771006107330322 0.31736704707145691, 0.57826972007751465 -0.40577057003974915 -0.39978519082069397  0.58406007289886475
1714990494.6746786,0.50014442205429077 0.79179841279983521  0.3173353374004364, 0.57833719253540039 -0.40519580245018005 -0.39979851245880127  0.58438313007354736,0.50014442205429077 0.79179841279983521  0.3173353374004364, 0.57833719253540039 -0.40519580245018005 -0.39979851245880127  0.58438313007354736
1714990494.6796751,0.50062602758407593 0.78578281402587891 0.31736698746681213, 0.57840418815612793 -0.40511241555213928 -0.39952835440635681  0.58455932140350342,0.50062602758407593 0.78578281402587891 0.31736698746681213, 0.57840418815612793 -0.40511241555213928 -0.39952835440635681  0.58455932140350342
1714990494.6896296,0.50147074460983276 0.77645844221115112 0.31749850511550903, 0.57854801416397095 -0.40491354465484619  -0.3993227481842041  0.58469527959823608,0.50147074460983276 0.77645844221115112 0.31749850511550903, 0.57854801416397095 -0.40491354465484619  -0.3993227481842041  0.58469527959823608
1714990494.6946747,0.50209307670593262  0.7702057957649231 0.31748819351196289, 0.57868784666061401 -0.40493348240852356 -0.39930930733680725  0.58455222845077515,0.50209307670593262  0.7702057957649231 0.31748819351196289, 0.57868784666061401 -0.40493348240852356 -0.39930930733680725  0.58455222845077515
1714990494.6997004,0.50281548500061035 0.76385349035263062 0.31748759746551514, 0.57856190204620361 -0.40516126155853271 -0.39949628710746765  0.58439129590988159,0.50281548500061035 0.76385349035263062 0.31748759746551514, 0.57856190204620361 -0.40516126155853271 -0.39949628710746765  0.58439129590988159
1714990494.7046986,0.50360023975372314  0.7574608325958252 0.31745928525924683, 0.57823324203491211 -0.40534380078315735 -0.39998245239257812  0.58425742387771606,0.50360023975372314  0.7574608325958252 0.31745928525924683, 0.57823324203491211 -0.40534380078315735 -0.39998245239257812  0.58425742387771606
1714990494.7146933,0.50483912229537964 0.74781227111816406  0.3174917995929718, 0.57764816284179688 -0.40599191188812256 -0.40069374442100525  0.58389866352081299,0.50483912229537964 0.74781227111816406  0.3174917995929718, 0.57764816284179688 -0.40599191188812256 -0.40069374442100525  0.58389866352081299
1714990494.7196739,0.50578778982162476 0.74129849672317505 0.31756693124771118, 0.57715409994125366 -0.40667125582695007 -0.40129828453063965  0.58349919319152832,0.50578778982162476 0.74129849672317505 0.31756693124771118, 0.57715409994125366 -0.40667125582695007 -0.40129828453063965  0.58349919319152832
1714990494.724674,0.50674986839294434 0.73479127883911133 0.31760439276695251, 0.57652074098587036 -0.40770238637924194  -0.4018421471118927  0.58303123712539673,0.50674986839294434 0.73479127883911133 0.31760439276695251, 0.57652074098587036 -0.40770238637924194  -0.4018421471118927  0.58303123712539673
1714990494.7296722,0.50780493021011353 0.72827118635177612 0.31757253408432007,0.57561486959457397 -0.4084586501121521 -0.4029562771320343 0.58262789249420166,0.50780493021011353 0.72827118635177612 0.31757253408432007,0.57561486959457397 -0.4084586501121521 -0.4029562771320343 0.58262789249420166
1714990494.7396712, 0.5095522403717041 0.71851652860641479 0.31761917471885681,  0.5742344856262207 -0.41005054116249084 -0.40453103184700012  0.58178001642227173, 0.5095522403717041 0.71851652860641479 0.31761917471885681,  0.5742344856262207 -0.41005054116249084 -0.40453103184700012  0.58178001642227173
1714990494.7446489,0.51072180271148682 0.71201711893081665 0.31763207912445068, 0.57322752475738525 -0.41117584705352783 -0.40561896562576294  0.58122104406356812,0.51072180271148682 0.71201711893081665 0.31763207912445068, 0.57322752475738525 -0.41117584705352783 -0.40561896562576294  0.58122104406356812
1714990494.7496698,0.51187276840209961  0.7056010365486145  0.3177020251750946, 0.57232636213302612 -0.41262918710708618 -0.40673151612281799  0.58030092716217041,0.51187276840209961  0.7056010365486145  0.3177020251750946, 0.57232636213302612 -0.41262918710708618 -0.40673151612281799  0.58030092716217041
1714990494.7546697,0.51319330930709839 0.69912075996398926 0.31773710250854492,  0.5714070200920105 -0.41392773389816284 -0.40798285603523254  0.57940298318862915,0.51319330930709839 0.69912075996398926 0.31773710250854492,  0.5714070200920105 -0.41392773389816284 -0.40798285603523254  0.57940298318862915
1714990494.759671,0.51451355218887329 0.69270974397659302 0.31776911020278931, 0.57058441638946533 -0.41509103775024414 -0.40929749608039856  0.57845348119735718,0.51451355218887329 0.69270974397659302 0.31776911020278931, 0.57058441638946533 -0.41509103775024414 -0.40929749608039856  0.57845348119735718
1714990494.769671,0.51660323143005371 0.68308955430984497 0.31788218021392822, 0.56924331188201904 -0.41698095202445984 -0.41149181127548218  0.57685649394989014,0.51660323143005371 0.68308955430984497 0.31788218021392822, 0.56924331188201904 -0.41698095202445984 -0.41149181127548218  0.57685649394989014
1714990494.7746706,0.51798534393310547 0.67682617902755737 0.31790781021118164,  0.5683896541595459 -0.41832843422889709 -0.41285696625709534  0.57574617862701416,0.51798534393310547 0.67682617902755737 0.31790781021118164,  0.5683896541595459 -0.41832843422889709 -0.41285696625709534  0.57574617862701416
1714990494.7796733,0.51944196224212646 0.67061370611190796 0.31787574291229248, 0.56710273027420044 -0.41987055540084839 -0.41433385014533997  0.57483094930648804,0.51944196224212646 0.67061370611190796 0.31787574291229248, 0.56710273027420044 -0.41987055540084839 -0.41433385014533997  0.57483094930648804
