RosTime,PositionForIiwa7,OrientationForIiwa7,PositionForIiwa14,OrientationForIiwa14
1714648307.7549517,0.54614579677581787 0.80530339479446411 0.27767026424407959,0.002132070017978549 0.003346719779074192  0.12090358883142471  0.99265635013580322,0.54614579677581787 0.80530339479446411 0.27767026424407959,0.002132070017978549 0.003346719779074192  0.12090358883142471  0.99265635013580322
1714648307.7649541,0.54775452613830566 0.79781162738800049 0.27778404951095581,0.0020607253536581993 0.0030592363327741623   0.11522754281759262   0.99333226680755615,0.54775452613830566 0.79781162738800049 0.27778404951095581,0.0020607253536581993 0.0030592363327741623   0.11522754281759262   0.99333226680755615
1714648307.7699847,0.54895520210266113 0.79287993907928467 0.27767884731292725,0.0021411769557744265 0.0031816177070140839   0.11126615107059479   0.99378323554992676,0.54895520210266113 0.79287993907928467 0.27767884731292725,0.0021411769557744265 0.0031816177070140839   0.11126615107059479   0.99378323554992676
1714648307.7749522,0.55018758773803711 0.78792273998260498  0.2779487669467926,0.0025399350561201572 0.0031183718238025904   0.10745763778686523   0.99420154094696045,0.55018758773803711 0.78792273998260498  0.2779487669467926,0.0025399350561201572 0.0031183718238025904   0.10745763778686523   0.99420154094696045
1714648307.7799842,0.55154728889465332 0.78281879425048828 0.27799808979034424,0.0023081204853951931 0.0028200284577906132   0.10382261872291565   0.99458914995193481,0.55154728889465332 0.78281879425048828 0.27799808979034424,0.0023081204853951931 0.0028200284577906132   0.10382261872291565   0.99458914995193481
1714648307.7849765,0.55302244424819946  0.7777363657951355 0.27794930338859558,0.0023357667960226536 0.0029387674294412136   0.10018428415060043   0.99496179819107056,0.55302244424819946  0.7777363657951355 0.27794930338859558,0.0023357667960226536 0.0029387674294412136   0.10018428415060043   0.99496179819107056
1714648307.7949574,0.55530524253845215 0.76978522539138794 0.27792194485664368,0.0023700080346316099 0.0028499639593064785  0.094312481582164764   0.99553573131561279,0.55530524253845215 0.76978522539138794 0.27792194485664368,0.0023700080346316099 0.0028499639593064785  0.094312481582164764   0.99553573131561279
1714648307.7999549,0.55682253837585449 0.76438724994659424 0.27789312601089478,0.0023862370289862156 0.0030481892172247171  0.089973010122776031   0.99593669176101685,0.55682253837585449 0.76438724994659424 0.27789312601089478,0.0023862370289862156 0.0030481892172247171  0.089973010122776031   0.99593669176101685
1714648307.8049581,0.55819207429885864 0.75900226831436157 0.27790901064872742,0.0027698555495589972  0.003094464773312211  0.085784472525119781   0.99630504846572876,0.55819207429885864 0.75900226831436157 0.27790901064872742,0.0027698555495589972  0.003094464773312211  0.085784472525119781   0.99630504846572876
1714648307.8099747,0.55962890386581421  0.7536311149597168 0.27782890200614929,0.0021652104333043098 0.0027861688286066055  0.081913843750953674   0.99663317203521729,0.55962890386581421  0.7536311149597168 0.27782890200614929,0.0021652104333043098 0.0027861688286066055  0.081913843750953674   0.99663317203521729
1714648307.8199744, 0.5616266131401062 0.74551111459732056 0.27792629599571228,0.0023263769689947367 0.0027906619943678379  0.075825244188308716   0.99711447954177856, 0.5616266131401062 0.74551111459732056 0.27792629599571228,0.0023263769689947367 0.0027906619943678379  0.075825244188308716   0.99711447954177856
1714648307.8249784,0.56287437677383423 0.74013006687164307  0.2779296338558197,0.0022257883101701736 0.0028373964596539736  0.071917466819286346   0.99740403890609741,0.56287437677383423 0.74013006687164307  0.2779296338558197,0.0022257883101701736 0.0028373964596539736  0.071917466819286346   0.99740403890609741
1714648307.8299496,0.56412655115127563 0.73466783761978149  0.2778283953666687,0.0015458937268704176 0.0026497927028685808   0.06832548975944519     0.997658371925354,0.56412655115127563 0.73466783761978149  0.2778283953666687,0.0015458937268704176 0.0026497927028685808   0.06832548975944519     0.997658371925354
1714648307.8349507,0.56535154581069946 0.72919440269470215 0.27785509824752808,0.0015377706149592996   0.00246815150603652  0.064927667379379272   0.99788576364517212,0.56535154581069946 0.72919440269470215 0.27785509824752808,0.0015377706149592996   0.00246815150603652  0.064927667379379272   0.99788576364517212
1714648307.8449483,0.56724315881729126 0.72096258401870728 0.27808621525764465,0.0020817089825868607 0.0023691931273788214  0.060133285820484161   0.99818539619445801,0.56724315881729126 0.72096258401870728 0.27808621525764465,0.0020817089825868607 0.0023691931273788214  0.060133285820484161   0.99818539619445801
1714648307.8499501,0.56839483976364136 0.71555924415588379 0.27799126505851746,0.0016491656424477696 0.0018071169033646584  0.057369105517864227   0.99835002422332764,0.56839483976364136 0.71555924415588379 0.27799126505851746,0.0016491656424477696 0.0018071169033646584  0.057369105517864227   0.99835002422332764
1714648307.8549643, 0.5695730447769165  0.7100633978843689 0.27819216251373291,0.0019331423100084066 0.0024465718306601048  0.054579779505729675   0.99850451946258545, 0.5695730447769165  0.7100633978843689 0.27819216251373291,0.0019331423100084066 0.0024465718306601048  0.054579779505729675   0.99850451946258545
1714648307.8599486, 0.5707392692565918 0.70469111204147339 0.27821758389472961,0.0017575551755726337 0.0024344553239643574  0.051893528550863266   0.99864810705184937, 0.5707392692565918 0.70469111204147339 0.27821758389472961,0.0017575551755726337 0.0024344553239643574  0.051893528550863266   0.99864810705184937
1714648307.8699496,0.57242172956466675 0.69671106338500977 0.27812710404396057, 0.002019532723352313 0.0022949110716581345  0.049088049679994583   0.99878978729248047,0.57242172956466675 0.69671106338500977 0.27812710404396057, 0.002019532723352313 0.0022949110716581345  0.049088049679994583   0.99878978729248047
1714648307.8749716,0.57355928421020508 0.69138342142105103 0.27830323576927185,0.0024118910077959299 0.0021338830702006817  0.047276251018047333   0.99887669086456299,0.57355928421020508 0.69138342142105103 0.27830323576927185,0.0024118910077959299 0.0021338830702006817  0.047276251018047333   0.99887669086456299
1714648307.87995,0.57465940713882446 0.68613976240158081 0.27835232019424438,0.0022610323503613472 0.0023866714909672737  0.045627918094396591   0.99895310401916504,0.57465940713882446 0.68613976240158081 0.27835232019424438,0.0022610323503613472 0.0023866714909672737  0.045627918094396591   0.99895310401916504
1714648307.8849499,0.57583671808242798 0.68082046508789062 0.27826964855194092,0.0016779089346528053 0.0023496691137552261  0.044114593416452408   0.99902230501174927,0.57583671808242798 0.68082046508789062 0.27826964855194092,0.0016779089346528053 0.0023496691137552261  0.044114593416452408   0.99902230501174927
1714648307.8949499,0.57745671272277832 0.67303097248077393 0.27830687165260315,0.0012831339845433831 0.0025427229702472687  0.042227610945701599   0.99910396337509155,0.57745671272277832 0.67303097248077393 0.27830687165260315,0.0012831339845433831 0.0025427229702472687  0.042227610945701599   0.99910396337509155
1714648307.8999481,0.57852202653884888 0.66781383752822876  0.2783261239528656,0.0015258584171533585 0.0024244128726422787  0.041495390236377716    0.9991346001625061,0.57852202653884888 0.66781383752822876  0.2783261239528656,0.0015258584171533585 0.0024244128726422787  0.041495390236377716    0.9991346001625061
1714648307.9049788,0.57950186729431152 0.66264164447784424 0.27830293774604797,0.0015167694073170424 0.0023694226983934641  0.040728092193603516   0.99916630983352661,0.57950186729431152 0.66264164447784424 0.27830293774604797,0.0015167694073170424 0.0023694226983934641  0.040728092193603516   0.99916630983352661
1714648307.9099786,0.58048087358474731 0.65759652853012085 0.27837768197059631,0.0013125617988407612 0.0022263256832957268  0.040160734206438065   0.99918991327285767,0.58048087358474731 0.65759652853012085 0.27837768197059631,0.0013125617988407612 0.0022263256832957268  0.040160734206438065   0.99918991327285767
1714648307.9199514,0.58178263902664185  0.6500970721244812 0.27836954593658447,0.00081784027861431241  0.0021210755221545696   0.039832588285207748    0.99920380115509033,0.58178263902664185  0.6500970721244812 0.27836954593658447,0.00081784027861431241  0.0021210755221545696   0.039832588285207748    0.99920380115509033
1714648307.9299726,0.58335179090499878 0.64023953676223755 0.27835178375244141,0.00042993415263481438  0.0023759535979479551   0.040173456072807312    0.99918979406356812,0.58335179090499878 0.64023953676223755 0.27835178375244141,0.00042993415263481438  0.0023759535979479551   0.040173456072807312    0.99918979406356812
