RosTime,PositionForIiwa7,OrientationForIiwa7,PositionForIiwa14,OrientationForIiwa14
1714565724.56214,0.56741327047348022 0.40449124574661255  0.3189542293548584, 0.49628892540931702 -0.50312775373458862 -0.49932920932769775  0.50122857093811035,0.56741327047348022 0.40449124574661255  0.3189542293548584, 0.49628892540931702 -0.50312775373458862 -0.49932920932769775  0.50122857093811035
1714565724.5671403,0.56741881370544434  0.4044833779335022 0.31896805763244629, 0.49628883600234985 -0.50316017866134644 -0.49933236837387085  0.50119298696517944,0.56741881370544434  0.4044833779335022 0.31896805763244629, 0.49628883600234985 -0.50316017866134644 -0.49933236837387085  0.50119298696517944
1714565724.5721433,0.56741851568222046 0.40451306104660034 0.31893214583396912, 0.49630197882652283 -0.50311738252639771 -0.49933448433876038  0.50122082233428955,0.56741851568222046 0.40451306104660034 0.31893214583396912, 0.49630197882652283 -0.50311738252639771 -0.49933448433876038  0.50122082233428955
1714565724.5771368,0.56741917133331299 0.40452378988265991 0.31892618536949158, 0.49629506468772888  -0.5031467080116272 -0.49930456280708313  0.50122809410095215,0.56741917133331299 0.40452378988265991 0.31892618536949158, 0.49629506468772888  -0.5031467080116272 -0.49930456280708313  0.50122809410095215
1714565724.5821373,0.56743168830871582 0.40449619293212891 0.31892913579940796, 0.49628818035125732 -0.50311541557312012 -0.49933901429176331  0.50123196840286255,0.56743168830871582 0.40449619293212891 0.31892913579940796, 0.49628818035125732 -0.50311541557312012 -0.49933901429176331  0.50123196840286255
1714565724.587137,0.56740182638168335   0.404520183801651 0.31894931197166443, 0.49629980325698853 -0.50312554836273193 -0.49932968616485596  0.50121957063674927,0.56740182638168335   0.404520183801651 0.31894931197166443, 0.49629980325698853 -0.50312554836273193 -0.49932968616485596  0.50121957063674927
1714565724.5921357,0.56738370656967163 0.40454545617103577 0.31893473863601685, 0.49630802869796753  -0.5031554102897644 -0.49928027391433716  0.50123071670532227,0.56738370656967163 0.40454545617103577 0.31893473863601685, 0.49630802869796753  -0.5031554102897644 -0.49928027391433716  0.50123071670532227
1714565724.5971346,0.56736689805984497 0.40461182594299316 0.31886264681816101, 0.49630579352378845 -0.50313925743103027 -0.49925816059112549  0.50127112865447998,0.56736689805984497 0.40461182594299316 0.31886264681816101, 0.49630579352378845 -0.50313925743103027 -0.49925816059112549  0.50127112865447998
1714565724.6021347,0.56729388236999512 0.40471673011779785 0.31893330812454224, 0.49637392163276672 -0.50310879945755005 -0.49921101331710815  0.50128120183944702,0.56729388236999512 0.40471673011779785 0.31893330812454224, 0.49637392163276672 -0.50310879945755005 -0.49921101331710815  0.50128120183944702
1714565724.607136,0.56729751825332642 0.40483400225639343 0.31891763210296631, 0.49636450409889221 -0.50306659936904907 -0.49920856952667236  0.50133532285690308,0.56729751825332642 0.40483400225639343 0.31891763210296631, 0.49636450409889221 -0.50306659936904907 -0.49920856952667236  0.50133532285690308
1714565724.6121824,  0.567341148853302 0.40482246875762939 0.31896185874938965, 0.49635034799575806 -0.50303745269775391 -0.49928086996078491  0.50130659341812134,  0.567341148853302 0.40482246875762939 0.31896185874938965, 0.49635034799575806 -0.50303745269775391 -0.49928086996078491  0.50130659341812134
1714565724.6171792,0.56736105680465698 0.40484100580215454 0.31897729635238647, 0.49633073806762695  -0.5030665397644043 -0.49928045272827148  0.50129717588424683,0.56736105680465698 0.40484100580215454 0.31897729635238647, 0.49633073806762695  -0.5030665397644043 -0.49928045272827148  0.50129717588424683
1714565724.6221366,0.56741446256637573 0.40482887625694275 0.31897935271263123, 0.49629244208335876 -0.50310212373733521 -0.49930146336555481  0.50127851963043213,0.56741446256637573 0.40482887625694275 0.31897935271263123, 0.49629244208335876 -0.50310212373733521 -0.49930146336555481  0.50127851963043213
1714565724.6271441,0.56742793321609497 0.40479692816734314 0.31899723410606384,  0.4962819516658783 -0.50313812494277954 -0.49932742118835449  0.50122690200805664,0.56742793321609497 0.40479692816734314 0.31899723410606384,  0.4962819516658783 -0.50313812494277954 -0.49932742118835449  0.50122690200805664
1714565724.6321385, 0.5673796534538269 0.40483331680297852 0.31905606389045715, 0.49632924795150757 -0.50317764282226562 -0.49928072094917297  0.50118684768676758, 0.5673796534538269 0.40483331680297852 0.31905606389045715, 0.49632924795150757 -0.50317764282226562 -0.49928072094917297  0.50118684768676758
1714565724.6371424,0.56729310750961304 0.40488830208778381 0.31907233595848083, 0.49640864133834839 -0.50320404767990112 -0.49919396638870239  0.50116819143295288,0.56729310750961304 0.40488830208778381 0.31907233595848083, 0.49640864133834839 -0.50320404767990112 -0.49919396638870239  0.50116819143295288
1714565724.6421356, 0.5672728419303894 0.40488612651824951 0.31907647848129272,  0.4964292049407959 -0.50321036577224731 -0.49917340278625488  0.50116193294525146, 0.5672728419303894 0.40488612651824951 0.31907647848129272,  0.4964292049407959 -0.50321036577224731 -0.49917340278625488  0.50116193294525146
1714565724.6471195,0.56721401214599609 0.40487286448478699  0.3191254734992981,  0.4964815080165863 -0.50322610139846802 -0.49914449453353882  0.50112307071685791,0.56721401214599609 0.40487286448478699  0.3191254734992981,  0.4964815080165863 -0.50322610139846802 -0.49914449453353882  0.50112307071685791
1714565724.6521418,0.56718277931213379 0.40488696098327637 0.31909435987472534, 0.49644744396209717 -0.50322037935256958 -0.49913078546524048  0.50117629766464233,0.56718277931213379 0.40488696098327637 0.31909435987472534, 0.49644744396209717 -0.50322037935256958 -0.49913078546524048  0.50117629766464233
1714565724.6571608,0.56717640161514282 0.40485754609107971 0.31910720467567444, 0.49648153781890869 -0.50321203470230103 -0.49910509586334229  0.50117647647857666,0.56717640161514282 0.40485754609107971 0.31910720467567444, 0.49648153781890869 -0.50321203470230103 -0.49910509586334229  0.50117647647857666
1714565724.6621346, 0.5672227144241333 0.40480327606201172 0.31912201642990112, 0.49648693203926086 -0.50318455696105957 -0.49918210506439209  0.50112199783325195, 0.5672227144241333 0.40480327606201172 0.31912201642990112, 0.49648693203926086 -0.50318455696105957 -0.49918210506439209  0.50112199783325195
1714565724.6672039,0.56723803281784058 0.40479066967964172 0.31911647319793701, 0.49647676944732666 -0.50315684080123901 -0.49921807646751404  0.50112408399581909,0.56723803281784058 0.40479066967964172 0.31911647319793701, 0.49647676944732666 -0.50315684080123901 -0.49921807646751404  0.50112408399581909
1714565724.6721387,0.56729263067245483 0.40477290749549866 0.31910422444343567, 0.49646085500717163 -0.50315666198730469 -0.49925270676612854  0.50110554695129395,0.56729263067245483 0.40477290749549866 0.31910422444343567, 0.49646085500717163 -0.50315666198730469 -0.49925270676612854  0.50110554695129395
