time,z_o,y_o,x_o,z_eef,y_eef,x_eef,flux
1718117942.016,0.3215843141078949,0.3123438060283661,0.41441020369529724,0.2088722139596939,0.5347450971603394,-0.0444406159222126,0.0006787058082409203
1718117942.019,0.3215847313404083,0.31234708428382874,0.41441264748573303,0.2088598608970642,0.5347397923469543,-0.044409122318029404,0.0016397427534684539
1718117942.025,0.3215877115726471,0.31233662366867065,0.4144245982170105,0.20861560106277466,0.5349882245063782,-0.042661041021347046,0.04833019897341728
1718117942.03,0.3215862214565277,0.3123469352722168,0.41441604495048523,0.20755231380462646,0.5360289812088013,-0.03877851366996765,0.12440739572048187
1718117942.036,0.3215828835964203,0.3123285174369812,0.41442131996154785,0.20587103068828583,0.5376598834991455,-0.031931858509778976,0.22530891001224518
1718117942.041,0.3215863108634949,0.31234118342399597,0.41441166400909424,0.20459027588367462,0.5388551950454712,-0.024985915049910545,0.28801795840263367
1718117942.044,0.32158762216567993,0.3123398423194885,0.4144127070903778,0.2041083723306656,0.5392755270004272,-0.02086063288152218,0.3217010200023651
1718117942.049,0.32159891724586487,0.31234100461006165,0.4144076108932495,0.20360848307609558,0.539561927318573,-0.011365420185029507,0.3910003900527954
1718117942.055,0.3216109871864319,0.3123416602611542,0.4144015908241272,0.2035885453224182,0.5395603179931641,-0.008830439299345016,0.40547510981559753
1718117942.061,0.3216165602207184,0.31234127283096313,0.41439712047576904,0.20378674566745758,0.5393874049186707,-0.0006267143180593848,0.4535856544971466
1718117942.063,0.3216160535812378,0.31234312057495117,0.4143885374069214,0.20408067107200623,0.5392670035362244,0.005210595671087503,0.4831915497779846
1718117942.069,0.3216255009174347,0.312350869178772,0.4143862724304199,0.20503611862659454,0.5393556356430054,0.021302420645952225,0.5598066449165344
1718117942.075,0.32163336873054504,0.3123334050178528,0.4144028425216675,0.20540520548820496,0.5398018956184387,0.031671192497015,0.5960671901702881
1718117942.08,0.3216382563114166,0.3123423755168915,0.41439706087112427,0.20547977089881897,0.5402078032493591,0.03890727460384369,0.6197187900543213
1718117942.086,0.3216516077518463,0.3123355805873871,0.41440173983573914,0.20512066781520844,0.5414720177650452,0.05811949074268341,0.6791694760322571
1718117942.088,0.3216477036476135,0.31234270334243774,0.41440531611442566,0.20425230264663696,0.5424074530601501,0.07861164212226868,0.726146936416626
1718117942.094,0.32166433334350586,0.3123418390750885,0.4144200086593628,0.20349787175655365,0.5422710180282593,0.10036396980285645,0.7724037170410156
1718117942.1,0.3216910660266876,0.3123284578323364,0.4144337475299835,0.2036106437444687,0.5389513373374939,0.141452357172966,0.8335338830947876
1718117942.105,0.32170242071151733,0.31233295798301697,0.41443294286727905,0.20372915267944336,0.5384432673454285,0.14617471396923065,0.8398140668869019
1718117942.111,0.32169851660728455,0.31234821677207947,0.4144350290298462,0.2040659487247467,0.5361142754554749,0.16535057127475739,0.8643265962600708
1718117942.113,0.3217048645019531,0.3123471438884735,0.4144429564476013,0.2040873020887375,0.5354837775230408,0.17019011080265045,0.8691697120666504
1718117942.119,0.3217040002346039,0.3123469948768616,0.414461225271225,0.20416544377803802,0.5331329703330994,0.18970373272895813,0.8854577541351318
1718117942.125,0.32169219851493835,0.3123326301574707,0.41448158025741577,0.2041264921426773,0.5325485467910767,0.1945943981409073,0.8854577541351318
1718117942.13,0.3216932415962219,0.31234210729599,0.41451534628868103,0.20404042303562164,0.5301823019981384,0.21440191566944122,0.899773895740509
1718117942.136,0.3216800093650818,0.3123425841331482,0.4145572781562805,0.20404042303562164,0.5301823019981384,0.21440191566944122,0.899773895740509
1718117942.141,0.32168370485305786,0.3123433291912079,0.4145779013633728,0.2040601372718811,0.5276857018470764,0.2343796044588089,0.9103098511695862
1718117942.144,0.3216789960861206,0.3123388886451721,0.41458943486213684,0.20423005521297455,0.5264274477958679,0.2443946897983551,0.9133986234664917
1718117942.149,0.3216746747493744,0.31235551834106445,0.41457822918891907,0.20494242012500763,0.5234764218330383,0.26464566588401794,0.9251152873039246
1718117942.155,0.3216550946235657,0.31235095858573914,0.4145450294017792,0.20526212453842163,0.5227294564247131,0.2697387933731079,0.9282363057136536
1718117942.161,0.32166698575019836,0.3123527765274048,0.41451671719551086,0.20678868889808655,0.5193095207214355,0.29012584686279297,0.9395856857299805
1718117942.166,0.32167577743530273,0.31234827637672424,0.41446587443351746,0.20727552473545074,0.5184715986251831,0.295167475938797,0.9394317269325256
1718117942.169,0.3216792047023773,0.31235626339912415,0.414461612701416,0.2075730413198471,0.5155137777328491,0.30926311016082764,0.9087755680084229
1718117942.174,0.32168394327163696,0.3123427629470825,0.41444090008735657,0.20801310241222382,0.5134286880493164,0.3189874291419983,0.9110431671142578
1718117942.18,0.3216843903064728,0.3123326599597931,0.41444921493530273,0.2093941569328308,0.5093820691108704,0.33827441930770874,0.9076656103134155
1718117942.186,0.3216678202152252,0.312343031167984,0.41446009278297424,0.20983406901359558,0.5083458423614502,0.34312179684638977,0.9091627597808838
1718117942.191,0.321681410074234,0.31234288215637207,0.41449710726737976,0.2118682861328125,0.5051308870315552,0.3616979122161865,0.8752692937850952
1718117942.194,0.3216809630393982,0.3123531639575958,0.4145124852657318,0.21464183926582336,0.5045523047447205,0.38495373725891113,0.7413592338562012
1718117942.2,0.3216841518878937,0.312347412109375,0.41450080275535583,0.21593037247657776,0.5056120753288269,0.39490947127342224,0.6745256781578064
1718117942.205,0.32168322801589966,0.3123355209827423,0.41448837518692017,0.21657274663448334,0.5070347189903259,0.40054529905319214,0.6172628998756409
1718117942.208,0.32167547941207886,0.31235039234161377,0.41447877883911133,0.2174028605222702,0.5107751488685608,0.40975505113601685,0.5068750977516174
1718117942.216,0.3216819763183594,0.31234821677207947,0.4144425690174103,0.21756814420223236,0.5117307305335999,0.41174471378326416,0.4832707345485687
1718117942.219,0.32168298959732056,0.31234416365623474,0.4144485294818878,0.21831637620925903,0.5180031061172485,0.4271531403064728,0.13173148036003113
1718117942.225,0.32167720794677734,0.31235265731811523,0.4144527018070221,0.20887446403503418,0.5347543358802795,-0.04444512724876404,0.0007089860737323761
1718117942.23,0.3216612935066223,0.312350332736969,0.41447409987449646,0.20887401700019836,0.5347515940666199,-0.04444374889135361,0.0006815514643676579
1718117942.236,0.3216664791107178,0.31234732270240784,0.41451457142829895,0.20887312293052673,0.5347482562065125,-0.04444212093949318,0.000683410617057234
1718117942.241,0.32167109847068787,0.31235069036483765,0.414567232131958,0.2088598608970642,0.5347397923469543,-0.044409122318029404,0.0016397427534684539
1718117942.244,0.32168465852737427,0.31234365701675415,0.4145854711532593,0.20878493785858154,0.5348224639892578,-0.043485697358846664,0.031577225774526596
1718117942.249,0.32168713212013245,0.3123539686203003,0.4145941436290741,0.20878493785858154,0.5348224639892578,-0.043485697358846664,0.031577225774526596
1718117942.255,0.32168346643447876,0.3123512268066406,0.41458186507225037,0.2084728479385376,0.5351099371910095,-0.042147133499383926,0.05856454372406006
1718117942.258,0.3216802179813385,0.3123457729816437,0.41458380222320557,0.20829860866069794,0.5352885723114014,-0.041460778564214706,0.07350798696279526
1718117942.266,0.32170212268829346,0.3123398423194885,0.41453221440315247,0.20809930562973022,0.5355125665664673,-0.040646426379680634,0.09050645679235458
1718117942.269,0.3217093050479889,0.3123500943183899,0.414519727230072,0.2078479528427124,0.5357640385627747,-0.03974716737866402,0.10772299021482468
