Index,RecSession,HitNumber,IiwaNumber,DesiredFlux,HittingFlux,DistanceTraveled,HittingInertia,ObjectPos,HittingPos,ObjectOrientation,HittingOrientation
0,2024-05-01_13:57:36,75,7,1.0,0.958856463432312,0.6438073338465721,4.442992155281596,"[0.557795524597168, 0.31377607583999634, 0.2198043167591095]","[0.5538327097892761, 0.29716286063194275, 0.18973954021930695]",[-2.98934896e-03  4.53122251e-04 -4.15303651e-03  9.99986827e-01],"[-0.7325036525726318, -0.0037344100419431925, -0.008312441408634186, 0.6807020902633667]"
1,2024-05-01_13:57:36,89,7,1.13,0.9855408072471619,0.649481644320999,4.510163126712258,"[0.5572944283485413, 0.3097923994064331, 0.21963396668434143]","[0.5436793565750122, 0.29541856050491333, 0.18751195073127747]",[-3.12033319e-03  5.34549297e-04  7.05127511e-03  9.99970138e-01],"[-0.7371057868003845, -0.00198619207367301, -0.00852907169610262, 0.6757205724716187]"
2,2024-05-01_13:57:36,69,7,0.97,0.9522659182548523,0.6198152016263615,4.421183671899005,"[0.5557336211204529, 0.3111034631729126, 0.22003492712974548]","[0.5514574646949768, 0.29363584518432617, 0.18541046977043152]",[-3.01073259e-03  9.66083026e-05  8.93393438e-03  9.99955535e-01],"[-0.7297887802124023, -0.006462018005549908, -0.00867542251944542, 0.6835871338844299]"
3,2024-05-01_13:57:36,43,7,0.79,0.8973785042762756,0.4970557679111941,4.319655266235526,"[0.5570337176322937, 0.3099653720855713, 0.21979734301567078]","[0.5559454560279846, 0.29679736495018005, 0.18272709846496582]",[-2.94860895e-03  1.02909078e-04  2.69746920e-03  9.99992013e-01],"[-0.7151310443878174, -0.010025608353316784, -0.0026514127384871244, 0.6989134550094604]"
4,2024-05-01_13:57:36,104,7,0.55,0.6948820352554321,0.2594992007982844,4.1514064790008645,"[0.5570841431617737, 0.30742013454437256, 0.22022399306297302]","[0.566692054271698, 0.29617229104042053, 0.19718502461910248]",[-2.92385626e-03 -1.67767575e-05  6.08054223e-03  9.99977231e-01],"[-0.7188201546669006, -0.01085624285042286, -0.0074156890623271465, 0.6950717568397522]"
5,2024-05-01_13:57:36,57,7,0.88,0.9202132821083069,0.5451007887731424,4.392859319359078,"[0.5552394986152649, 0.30963224172592163, 0.21976354718208313]","[0.5484997630119324, 0.29546234011650085, 0.18521973490715027]",[-2.89790705e-03  4.97381843e-04  7.99872447e-03  9.99963701e-01],"[-0.7224831581115723, -0.006784239783883095, -0.005178235936909914, 0.6913357973098755]"
6,2024-05-01_13:57:36,63,7,0.91,0.9371631741523743,0.6040358666422526,4.419343314373935,"[0.5621235966682434, 0.31476104259490967, 0.21992865204811096]","[0.5641817450523376, 0.30175578594207764, 0.18652738630771637]",[-4.35369089e-03  2.34184088e-04 -6.50246278e-04  9.99990284e-01],"[-0.7281032204627991, -0.008667165413498878, -0.007507226429879665, 0.6853715777397156]"
7,2024-05-01_13:57:36,15,7,0.59,0.7309023141860962,0.32332619606954743,4.166676590449736,"[0.5591517686843872, 0.30700212717056274, 0.2199932038784027]","[0.5692614912986755, 0.29022255539894104, 0.18995223939418793]",[-2.77073821e-03  8.35890532e-05  7.03205063e-04  9.99995887e-01],"[-0.7183735370635986, -0.013578634709119797, -0.004754004534333944, 0.6955087780952454]"
8,2024-05-01_13:57:36,47,7,0.82,0.9076247811317444,0.5469519340126274,4.329737093861721,"[0.5553679466247559, 0.31158727407455444, 0.21985715627670288]","[0.5501305460929871, 0.2964206635951996, 0.19207532703876495]",[-3.13364668e-03  3.43986670e-04  6.98276097e-03  9.99970675e-01],"[-0.7240961194038391, -0.007887267507612705, -0.005734249483793974, 0.6896300911903381]"
9,2024-05-01_13:57:36,91,7,1.13,0.9836365580558777,0.6803631663377335,4.517809363259497,"[0.5546170473098755, 0.3137041926383972, 0.21989178657531738]","[0.5458778142929077, 0.2995224595069885, 0.18726377189159393]",[-3.18023283e-03  2.76748848e-04  4.60085459e-03  9.99984324e-01],"[-0.7368460893630981, -0.002720494521781802, -0.007463089656084776, 0.6760138869285583]"
10,2024-05-01_13:57:36,74,7,0.99,0.9587089419364929,0.6661065595091434,4.446452894960827,"[0.5544300675392151, 0.31061476469039917, 0.21999329328536987]","[0.5502245426177979, 0.29893413186073303, 0.18611541390419006]",[-4.44388948e-03  5.19810128e-04  5.26116492e-05  9.99989986e-01],"[-0.7326289415359497, -0.005652659106999636, -0.00867626816034317, 0.6805495023727417]"
11,2024-05-01_13:57:36,16,7,0.6,0.7473337054252625,0.33859676918119536,4.173728821201732,"[0.5606111288070679, 0.31079423427581787, 0.22001901268959045]","[0.5682767629623413, 0.2933187186717987, 0.19062481820583344]",[-2.20406544e-03 -1.39133073e-04  6.62261155e-05  9.99997556e-01],"[-0.7194732427597046, -0.012893030419945717, -0.005404265131801367, 0.694379448890686]"
