Index,RecSession,HitNumber,IiwaNumber,DesiredFlux,HittingFlux,DistanceTraveled,HittingInertia,ObjectPos,HittingPos,ObjectOrientation,HittingOrientation
338,2024-05-06_11:23:17__clean_paper,282,14,1.15,0.7166734933853149,0.3965957938313337,4.800885363776417,"[0.5380505919456482, -0.2972697615623474, 0.19799473881721497]","[0.5134509205818176, -0.27320900559425354, 0.19506871700286865]",[-0.49534872  0.50538594  0.49938017 -0.49983412],"[0.4841873347759247, -0.45934757590293884, 0.5489810109138489, 0.5031722187995911]"
339,2024-05-06_11:23:17__clean_paper,235,7,1.03,0.751042902469635,0.43093949183413954,4.593072549257276,"[0.5454493165016174, 0.30794650316238403, 0.21918144822120667]","[0.5292080640792847, 0.2859584391117096, 0.20916299521923065]",[ 0.50071269 -0.50042087 -0.49516109  0.50366777],"[-0.6727817058563232, 0.02358023077249527, -0.03787710890173912, 0.7384944558143616]"
340,2024-05-06_11:23:17__clean_paper,209,7,0.98,0.7333946228027344,0.3784509242808643,4.68092670385896,"[0.5445539951324463, 0.3287866711616516, 0.21963509917259216]","[0.5291731953620911, 0.31759554147720337, 0.21198903024196625]",[-0.48229539  0.5179162   0.51424879 -0.48446068],"[-0.6774012446403503, 0.026339666917920113, -0.039321158081293106, 0.7340896725654602]"
341,2024-05-06_11:23:17__clean_paper,244,14,1.04,0.725113570690155,0.3887902542475726,4.921381524332614,"[0.5350057482719421, -0.3023003935813904, 0.19815263152122498]","[0.49907219409942627, -0.2801499664783478, 0.2079382687807083]",[-0.49354967  0.50744069  0.50106406 -0.49784282],"[0.48542243242263794, -0.46318086981773376, 0.5527902245521545, 0.49421805143356323]"
342,2024-05-06_11:23:17__clean_paper,17,7,0.54,0.5839318037033081,0.3302260861193566,4.412852448115885,"[0.5461739897727966, 0.31659746170043945, 0.21911019086837769]","[0.5632432103157043, 0.3068772852420807, 0.20044951140880585]",[-0.4948335   0.50506377  0.50216788 -0.49787325],"[-0.7010175585746765, 2.1805484720971435e-05, -0.0016160592203959823, 0.7131422162055969]"
343,2024-05-06_11:23:17__clean_paper,28,14,0.56,0.5545248985290527,0.27258136106969183,4.7673705435590605,"[0.5631157159805298, -0.31265610456466675, 0.19804707169532776]","[0.5109471678733826, -0.29837578535079956, 0.22196687757968903]",[ 0.52194756 -0.47918698 -0.47346583  0.52324057],"[0.5110825300216675, -0.4914765954017639, 0.5115634799003601, 0.4853331446647644]"
344,2024-05-06_11:23:17__clean_paper,77,7,0.65,0.6465913653373718,0.35379723991740125,4.471893728787548,"[0.546677827835083, 0.323661208152771, 0.21909695863723755]","[0.5537615418434143, 0.31351807713508606, 0.20563291013240814]",[-0.49129707  0.50885737  0.5062151  -0.49339402],"[-0.6977723836898804, 0.005500763189047575, -0.011138693429529667, 0.7162117958068848]"
345,2024-05-06_11:23:17__clean_paper,99,7,0.69,0.666121244430542,0.3453450507715924,4.4711354704359065,"[0.549850344657898, 0.31345683336257935, 0.21923846006393433]","[0.5443024635314941, 0.3014512360095978, 0.2169085443019867]",[-0.49610847  0.5048154   0.50030881 -0.49872723],"[-0.6973637342453003, 0.006384100299328566, -0.013923362828791142, 0.7165536880493164]"
346,2024-05-06_11:23:17__clean_paper,44,14,0.58,0.5576062202453613,0.27305377192497643,4.629731075748746,"[0.5353250503540039, -0.2946631908416748, 0.19811192154884338]","[0.49605464935302734, -0.2806686758995056, 0.18241837620735168]",[ 0.51298922 -0.48689699 -0.47913235  0.519813  ],"[0.4999805986881256, -0.47633790969848633, 0.5281645655632019, 0.49412932991981506]"
347,2024-05-06_11:23:17__clean_paper,220,14,1.0,0.666296660900116,0.34724726682051976,4.956563710057017,"[0.5267520546913147, -0.31563419103622437, 0.19804039597511292]","[0.4629327952861786, -0.2945747673511505, 0.22568292915821075]",[-0.49362761  0.50720996  0.50409585 -0.49493149],"[0.5271961092948914, -0.49589595198631287, 0.5038782954216003, 0.4714425802230835]"
348,2024-05-06_11:23:17__clean_paper,241,7,1.04,0.7630290985107422,0.40819625317863556,4.6832234549514915,"[0.5374919176101685, 0.3246118426322937, 0.2189910113811493]","[0.518946647644043, 0.3076207935810089, 0.20971277356147766]",[-0.49037477  0.51064503  0.50682467 -0.49183628],"[-0.6762104630470276, 0.02498839795589447, -0.0417916476726532, 0.7350975871086121]"
349,2024-05-06_11:23:17__clean_paper,106,14,0.7,0.6140217781066895,0.36918250814374265,4.596764524405253,"[0.5234355330467224, -0.26885563135147095, 0.19803351163864136]","[0.4958704113960266, -0.25222715735435486, 0.18170113861560822]",[-0.49222314  0.50889289  0.50042695 -0.49831447],"[0.49192187190055847, -0.4703126549720764, 0.5386366248130798, 0.4966784119606018]"
350,2024-05-06_11:23:17__clean_paper,66,14,0.63,0.5993260145187378,0.2931264309062327,4.91171814823847,"[0.5601657032966614, -0.3133584260940552, 0.19790762662887573]","[0.5029505491256714, -0.3003295063972473, 0.23463845252990723]",[ 0.50762147 -0.49486601 -0.49133784  0.50597942],"[0.5205183029174805, -0.492868572473526, 0.5109872817993164, 0.4743766784667969]"
351,2024-05-06_11:23:17__clean_paper,274,14,1.11,0.7145670652389526,0.40811942412207813,4.851120909097086,"[0.5375825762748718, -0.30261385440826416, 0.19807904958724976]","[0.5178078413009644, -0.28510066866874695, 0.19618456065654755]",[ 0.50217885 -0.49846762 -0.49076718  0.50842303],"[0.4847869277000427, -0.4595372974872589, 0.55031418800354, 0.5009604692459106]"
352,2024-05-06_11:23:17__clean_paper,188,14,0.89,0.6726456880569458,0.364763317768313,4.64655815143757,"[0.5662661790847778, -0.27114081382751465, 0.19803264737129211]","[0.5115975737571716, -0.2521583139896393, 0.23519055545330048]",[ 0.50405437 -0.49780804 -0.49352455  0.5045293 ],"[0.522040605545044, -0.4902801513671875, 0.5114552974700928, 0.47488150000572205]"
353,2024-05-06_11:23:17__clean_paper,213,7,0.99,0.7361748218536377,0.4026737020807266,4.633426258887875,"[0.5495403409004211, 0.3151906132698059, 0.2186356782913208]","[0.529006838798523, 0.3032679259777069, 0.21104982495307922]",[-0.49360734  0.5072149   0.50263828 -0.49642679],"[-0.6765250563621521, 0.022485148161649704, -0.03839236870408058, 0.7350743412971497]"
354,2024-05-06_11:23:17__clean_paper,13,7,0.53,0.5857810378074646,0.2874339079831789,4.427535793482143,"[0.5397518873214722, 0.3187440037727356, 0.21927666664123535]","[0.5490817427635193, 0.3024216592311859, 0.22309339046478271]",[ 0.49719587 -0.50353444 -0.49703187  0.50220382],"[-0.7074223756790161, -0.0005161308217793703, -0.004099017474800348, 0.7067789435386658]"
