Index,RecSession,HitNumber,IiwaNumber,DesiredFlux,HittingFlux,DistanceTraveled,HittingInertia,AttractorPos,HittingPos,ObjectOrientation,HittingOrientation,ObjectPosStart,ObjectPosEnd
0,2024-05-16_11:22:29,75,7,0.698,0.26764196157455444,0.0006236723489897266,4.246495016184539,[0.49776098 0.28586036 0.17638242],[ 0.49963045 -0.03993669  0.17365031],[ 0.01570944  0.00483092 -0.58976221  0.80740964],[-0.69445109 -0.0071195  -0.00297143  0.71949857],[0.4977788  0.36629343 0.2763778 ],[0.4974089  0.36660436 0.27677208]
1,2024-05-16_11:22:29,89,7,0.599,0.669930100440979,0.21015062156956993,4.352413866502572,[0.53573346 0.30405146 0.17537159],[0.54548788 0.29273453 0.14980675],[0.00255266 0.0215158  0.1684846  0.98546612],[-0.70109445 -0.00244146 -0.00425589  0.7130515 ],[0.53565419 0.38431257 0.27517778],[0.52986038 0.59438312 0.27489609]
2,2024-05-16_11:22:29,43,7,0.959,0.1945575624704361,0.0004015134792275466,4.238268887630418,[0.49818069 0.29605275 0.17617935],[ 0.49987665 -0.04161256  0.17486602],[-0.0183198   0.0072258   0.97015136 -0.24169913],[-0.70068383 -0.00921499  0.0037397   0.71340263],[0.49811    0.37648255 0.27613735],[0.49790698 0.37682468 0.27619162]
3,2024-05-16_11:22:29,116,14,1.114,0.855591893196106,0.3638691252985356,4.8707444678989935,[ 0.48393211 -0.28299195  0.17475846],[ 0.44664815 -0.26282343  0.18414833],[-0.00669239  0.01998632  0.44284546  0.8963502 ],[ 0.49212363 -0.46576297  0.54313576  0.49586564],[0.44829935 1.11275828 0.27227589],[0.39196616 0.7532832  0.274508  ]
4,2024-05-16_11:22:29,72,14,0.706,0.7166896462440491,0.21815758284100153,4.50920731080461,[ 0.52769917 -0.27649331  0.17559111],[ 0.49034536 -0.23815241  0.20851931],[ 1.60830561e-02  6.65803440e-04 -7.09339201e-01  7.04683423e-01],[ 0.51030266 -0.49842748  0.50138801  0.48966444],[0.49237266 1.11890876 0.27293423],[0.47913048 0.90115488 0.27372169]
5,2024-05-16_11:22:29,24,14,1.081,0.8457427024841309,0.36904780291455613,4.827207294263151,[ 0.51814121 -0.28925782  0.17766273],[ 0.46163321 -0.26975405  0.21640374],[-0.00851137  0.00934502  0.99963695 -0.02379448],[ 0.5284037  -0.49643567  0.5048328   0.4684923 ],[0.4830482  1.10750556 0.27508524],[0.47590679 0.73853177 0.27698845]
6,2024-05-16_11:22:29,54,14,0.902,0.8098475933074951,0.23079207016710454,4.844346232462679,[ 0.521393   -0.31791013  0.1760675 ],[ 0.46860415 -0.27742833  0.21277894],[ 1.51573420e-02 -6.70982816e-04 -7.49395728e-01  6.61948502e-01],[ 0.5184626  -0.49375743  0.51121771  0.47545406],[0.48581511 1.07901073 0.2734586 ],[0.47506812 0.84847099 0.27441287]
7,2024-05-16_11:22:29,91,7,0.591,0.03930831328034401,0.0009428537145873238,4.293697186022797,[0.52804744 0.30186373 0.17530805],[ 0.52695662 -0.04718417  0.17513606],[0.00262092 0.02040431 0.14186601 0.98967206],[-0.69322532 -0.00736592  0.00081335  0.72068286],[0.52801102 0.38209379 0.27528423],[0.52760553 0.38293964 0.27537957]
8,2024-05-16_11:22:29,80,14,0.665,0.6762733459472656,0.25129675718741296,4.441019568412414,[ 0.53695619 -0.30170494  0.17507717],[ 0.50738037 -0.2662524   0.15497963],[ 0.01969969 -0.00184263 -0.83892757  0.54388332],[ 0.49913436 -0.48502558  0.51604861  0.49930844],[0.50101954 1.09246254 0.27251816],[0.48221761 0.84187257 0.27362099]
9,2024-05-16_11:22:29,16,14,1.114,0.8387547731399536,0.3353328304740315,4.812831335985276,[ 0.51513934 -0.29126042  0.17872778],[ 0.45736814 -0.27075195  0.21277137],[-0.00653382  0.01020458  0.99989164 -0.00836096],[ 0.52827698 -0.49611688  0.50410616  0.46975368],[0.47988015 1.1050837  0.27595022],[0.47197101 0.76984841 0.27763775]
