Index,RecSession,HitNumber,IiwaNumber,DesiredFlux,HittingFlux,DistanceTraveled,HittingInertia,AttractorPos,HittingPos,ObjectOrientation,HittingOrientation,ObjectPosStart,ObjectPosEnd
10,2024-05-16_13:49:02,131,7,1.11,1.089308500289917,0.8503924005947777,4.702786302642,[0.58648843 0.16197446 0.2215094 ],[0.60616904 0.13654417 0.2096751 ],[-3.49527411e-03  2.01204784e-05  5.80138387e-03  9.99977052e-01],[-0.70480895 -0.00552301 -0.00087633  0.70937514],[0.58634156 0.26255533 0.28185171],[0.52942616 1.11102736 0.27704671]
11,2024-05-16_13:49:02,139,7,1.13,1.0995588302612305,0.7561306241125718,4.724975774496204,[0.59135956 0.1641435  0.22119129],[0.61319143 0.14715001 0.20603181],[-3.86956264e-03 -1.67245395e-04  4.70335176e-03  9.99981463e-01],[-0.7065537  -0.00948486  0.00269983  0.7075907 ],[0.59107471 0.26469925 0.28166407],[0.44836146 1.00722766 0.27742007]
12,2024-05-16_13:49:02,47,7,0.735,0.805778443813324,0.3591074107330899,4.625174248170747,[0.58573431 0.15611386 0.22137845],[0.61888123 0.13382488 0.21095067],[-3.95916961e-03  1.31466513e-04  8.12457036e-03  9.99959171e-01],[-0.70818639 -0.01066968  0.00815335  0.70589781],[0.58563501 0.25663617 0.28165805],[0.50275809 0.60604036 0.2791554 ]
13,2024-05-16_13:49:02,91,7,0.948,1.0076830387115479,0.4582037706175884,4.844108800626431,[0.58883113 0.16409817 0.2214174 ],[0.58528179 0.13914773 0.23458223],[-4.20277379e-03  2.09297010e-04  5.96468337e-04  9.99990940e-01],[-0.70590317  0.01415802 -0.01129049  0.70807683],[0.58876204 0.26468736 0.28130841],[0.63892198 0.72013229 0.27916583]
14,2024-05-16_13:49:02,74,7,0.855,0.9252115488052368,0.5121414661670946,4.715965207379489,[0.58589631 0.15587002 0.22147578],[0.60566217 0.13706237 0.21125516],[-4.21951106e-03  1.62597735e-05  4.02221037e-03  9.99983013e-01],[-7.09094286e-01 -5.87056682e-04 -3.52144497e-03  7.05104649e-01],[0.58568478 0.25668532 0.28184044],[0.56700361 0.76847655 0.27873674]
15,2024-05-16_13:49:02,16,7,0.576,0.6565312743186951,0.3099308358225224,4.697246391297397,[0.58155155 0.15593752 0.22159365],[0.60558015 0.13456942 0.20842677],[-2.96936557e-03 -2.66461666e-05  1.97141245e-03  9.99993622e-01],[-0.70321482 -0.00689803 -0.00506171  0.71092594],[0.58152926 0.25667402 0.2818414 ],[0.53252345 0.56269938 0.27983257]
16,2024-05-16_13:49:02,14,7,0.571,0.5851064920425415,0.2268764703350278,4.496344539321235,[0.59394711 0.15096319 0.22134739],[0.63398337 0.12502068 0.19861019],[-3.27998819e-03  2.47694697e-04  5.65626472e-03  9.99978602e-01],[-0.70505565 -0.02240192  0.01427432  0.70865434],[0.59375286 0.25186774 0.28156805],[0.49809319 0.45758408 0.27985153]
17,2024-05-16_13:49:02,48,7,0.737,0.8224939107894897,0.4095998842030274,4.65081652284074,[0.58484316 0.15854415 0.2214191 ],[0.61182296 0.12986541 0.21584927],[-4.08638828e-03  6.72455208e-05  6.65946351e-03  9.99969482e-01],[-0.70855391 -0.0009653   0.00177308  0.70565379],[0.58484083 0.25890833 0.28163248],[0.56094062 0.66780365 0.27929422]
18,2024-05-16_13:49:02,42,7,0.724,0.8108238577842712,0.3384561058950871,4.784748208968771,[0.58267832 0.15445194 0.2215088 ],[0.59075743 0.131983   0.24490617],[-5.76451933e-03 -3.13801247e-05 -2.27991957e-03  9.99980807e-01],[-0.70453304  0.01503809 -0.00963786  0.70944637],[0.58243519 0.25633621 0.28146854],[0.63135761 0.59123415 0.27988571]
19,2024-05-16_13:49:02,126,7,1.093,1.0722399950027466,0.7522080771277082,4.75833502677433,[0.58876574 0.1700868  0.22106716],[0.60103095 0.14268005 0.20345832],[-3.78973386e-03 -2.60254717e-04  6.03803666e-03  9.99974549e-01],[-0.70908457 -0.00096173 -0.00315465  0.70511568],[0.58857358 0.27055156 0.28148836],[0.5962308  1.02271187 0.27785173]
20,2024-05-16_13:49:02,99,7,0.986,1.0203667879104614,0.6057389743420655,4.630140260230569,[0.59029937 0.15827799 0.22142759],[0.61671793 0.13269563 0.20606041],[-3.78762837e-03 -8.14334999e-05  3.57212126e-03  9.99986470e-01],[-0.70908344 -0.00607362  0.00645262  0.70506895],[0.59013051 0.25877082 0.28170991],[0.48218542 0.85480213 0.27793586]
21,2024-05-16_13:49:02,44,7,0.726,0.8107694983482361,0.3216343162412337,4.791828205873734,[0.58595473 0.16129071 0.22135055],[0.59291238 0.13424525 0.24440661],[-5.54662757e-03  4.95982415e-04  2.77613872e-03  9.99980628e-01],[-0.70481652  0.01487475 -0.01023815  0.70915979],[0.58571464 0.26228881 0.28116637],[0.64094824 0.57914275 0.27995664]
22,2024-05-16_13:49:02,110,7,1.025,1.0058636665344238,0.793746856298918,4.7602437234971555,[0.58439678 0.15566918 0.22123536],[0.59037358 0.1373882  0.19279236],[-3.65982461e-03 -3.19705869e-04  4.28755442e-03  9.99984086e-01],[-0.70293063 -0.0007465  -0.01050475  0.71118045],[0.58435273 0.25587085 0.28159252],[0.60497254 1.04933965 0.27757335]
23,2024-05-16_13:49:02,11,7,0.561,0.6305307745933533,0.26454123276344843,4.6271833662939255,[0.58304602 0.15230587 0.22159606],[0.61771405 0.13081649 0.21524404],[-4.24330216e-03 -2.07347257e-04  9.52196680e-03  9.99945641e-01],[-0.70757437 -0.00414126  0.00605968  0.70660079],[0.58290547 0.25320944 0.28177819],[0.55500513 0.51626664 0.27964666]
24,2024-05-16_13:49:02,50,7,0.752,0.8206294775009155,0.33551700009982843,4.65628616211033,[0.58605248 0.15608388 0.22137749],[0.61684173 0.13810728 0.20949006],[-4.19740053e-03  1.07377622e-04 -1.76654110e-04  9.99991179e-01],[-0.70929766 -0.00909319  0.00771735  0.70480818],[0.58581519 0.25701353 0.28166187],[0.46230176 0.56895792 0.27905723]
25,2024-05-16_13:49:02,30,7,0.641,0.7150065302848816,0.3341516618343701,4.630827827447369,[0.58505374 0.15693069 0.22130588],[0.61766404 0.13403928 0.20767435],[-4.25867829e-03  2.49301556e-05  1.35388412e-02  9.99899268e-01],[-0.70695323 -0.00964431  0.00718639  0.70715803],[0.58480078 0.25728536 0.28148374],[0.54190004 0.5886659  0.27953613]
26,2024-05-16_13:49:02,135,7,1.118,1.0959603786468506,0.7363584525215635,4.711552682629115,[0.59312934 0.16582587 0.22129819],[0.6137318  0.1465655  0.20207644],[-4.12210543e-03  7.26206272e-05  8.92527867e-03  9.99951661e-01],[-0.70907247 -0.00835857  0.00651012  0.70505601],[0.59296417 0.26707828 0.28166434],[0.48215404 0.99503785 0.27722079]
27,2024-05-16_13:49:02,60,7,0.806,0.8831851482391357,0.43520929492934585,4.655868144359193,[0.59519291 0.16267619 0.22139239],[0.61898035 0.13504867 0.21473715],[-4.14171256e-03 -3.73988441e-05 -1.19212526e-03  9.99990702e-01],[-7.10616529e-01  5.55287639e-04  7.42883247e-04  7.03578889e-01],[0.59485018 0.26297423 0.2816267 ],[0.54375547 0.6951651  0.27888501]
28,2024-05-16_13:49:02,79,7,0.888,0.9529867768287659,0.5025493125294506,4.69913830167144,[0.5936296  0.16278893 0.22126389],[0.61232144 0.13909847 0.20802312],[-4.33651963e-03 -3.34774228e-07 -4.03754925e-03  9.99982417e-01],[-0.71113247 -0.00078367 -0.00239445  0.70305353],[0.59333664 0.2636016  0.28178948],[0.52238375 0.76110315 0.27808756]
29,2024-05-16_13:49:02,49,7,0.743,0.8246061205863953,0.39957571424601535,4.69910375209935,[0.58793592 0.15918502 0.22123435],[0.6129207  0.13838556 0.21529429],[-3.95946624e-03 -1.03548147e-04 -7.59508339e-06  9.99992132e-01],[-0.71007305  0.00102812 -0.00096889  0.7041266 ],[0.58778137 0.25965607 0.28141254],[0.54204071 0.65659791 0.27902126]
30,2024-05-16_13:49:02,101,7,0.99,1.0360220670700073,0.6324732755402389,4.720499561248481,[0.5926159  0.16227674 0.22135714],[0.60777968 0.13848513 0.21105504],[-4.44833655e-03  1.22887446e-04  5.45713305e-03  9.99975204e-01],[-0.71082991  0.00261073 -0.00460402  0.70334405],[0.59233129 0.26301041 0.28163305],[0.61324865 0.89512879 0.27827603]
31,2024-05-16_13:49:02,133,7,1.111,1.0828683376312256,0.7379455032701184,4.674307139426752,[0.58483976 0.16150513 0.2211391 ],[0.60684562 0.13424297 0.20527153],[-4.08169348e-03  8.59675783e-05  4.39491076e-03  9.99981999e-01],[-0.70705205 -0.00759533  0.00443296  0.70710677],[0.58447313 0.26248801 0.28150085],[0.47290608 0.99193752 0.27705443]
32,2024-05-16_13:49:02,132,7,1.111,1.0878691673278809,0.8125125401920642,4.710002133608831,[0.59100771 0.16494551 0.22122395],[0.60885715 0.13989007 0.20627752],[-3.73112666e-03 -1.22098296e-04  2.84196949e-03  9.99988973e-01],[-0.70496398 -0.00611263 -0.00241518  0.70921266],[0.5906499  0.26571265 0.2817142 ],[0.51269835 1.07446408 0.27709883]
33,2024-05-16_13:49:02,109,7,1.023,1.0413119792938232,0.7224420625503498,4.675872389652317,[0.58580869 0.15830365 0.22121686],[0.60855114 0.1346118  0.20668693],[-4.07984341e-03 -5.05044416e-04  1.24034742e-02  9.99914646e-01],[-0.70942539 -0.0041564   0.00323333  0.70476085],[0.58543962 0.25936341 0.28146264],[0.56407106 0.98148    0.2777817 ]
34,2024-05-16_13:49:02,107,7,1.009,1.0447686910629272,0.584772972028406,4.780221415398301,[0.5866394  0.16124862 0.22152898],[0.59367561 0.13764028 0.21710506],[-4.35271906e-03  2.63994916e-05  1.68120640e-03  9.99989092e-01],[-0.70974022  0.00775259 -0.00822963  0.70437276],[0.5865981  0.26236367 0.28166747],[0.63383281 0.84521604 0.27828622]
35,2024-05-16_13:49:02,146,7,1.178,1.098097801208496,0.8332020312468444,4.70988015675162,[0.59034789 0.16681203 0.22122368],[0.61115789 0.14195095 0.20852701],[-3.49957147e-03 -4.25470294e-04  7.00846966e-03  9.99969244e-01],[-0.70443219 -0.00794869  0.00121915  0.70972574],[0.59010297 0.26729953 0.28162059],[0.49359229 1.09488165 0.27724487]
36,2024-05-16_13:49:02,106,7,1.005,1.0451992750167847,0.5448872857618359,4.793453992419772,[0.58791935 0.16644725 0.22144243],[0.59367871 0.14025086 0.21510111],[-4.57161106e-03 -6.18869162e-05  5.19710314e-03  9.99976039e-01],[-0.71038783  0.01007431 -0.00539898  0.70371759],[0.58781731 0.26766196 0.28162301],[0.65270483 0.80866539 0.2789686 ]
37,2024-05-16_13:49:02,19,7,0.608,0.6787002682685852,0.304766065265969,4.646020613560642,[0.58733326 0.15532762 0.22157565],[0.61751842 0.13549788 0.20476018],[-2.66914023e-03 -1.30707471e-04  4.06601187e-03  9.99988139e-01],[-0.70080638 -0.0121639  -0.00109018  0.713247  ],[0.58724087 0.25618353 0.28177246],[0.50455451 0.5495109  0.27967992]
38,2024-05-16_13:49:02,77,7,0.879,0.9483374357223511,0.52907127401796,4.729817816117837,[0.58504134 0.15827119 0.22151881],[0.60583031 0.13753007 0.22151233],[-3.82695440e-03 -1.15749310e-04  4.74462658e-03  9.99981403e-01],[-0.70881474  0.00560891 -0.00091442  0.7053718 ],[0.58494622 0.25872794 0.28175795],[0.58485597 0.78778958 0.27856728]
39,2024-05-16_13:49:02,114,7,1.047,1.0548479557037354,0.700154941085344,4.6693892591513855,[0.58734792 0.16040418 0.22115517],[0.60888481 0.13577932 0.1996562 ],[-3.58435675e-03 -4.65725694e-04  6.96248654e-03  9.99969244e-01],[-0.7065171  -0.01154469  0.00203519  0.70759887],[0.58640569 0.26177764 0.28156465],[0.47902519 0.95363462 0.2770606 ]
40,2024-05-16_13:49:02,115,7,1.052,1.0685515403747559,0.6891276488797201,4.662125249548803,[0.59319425 0.15606785 0.22141451],[0.61615509 0.1373823  0.20904189],[-4.21410566e-03  2.62777525e-04  5.40191168e-03  9.99976516e-01],[-0.70984399 -0.00475796  0.00604999  0.70431685],[0.59731168 0.25835007 0.28195313],[0.50764811 0.94160664 0.27773106]
41,2024-05-16_13:49:02,86,7,0.936,0.9977772831916809,0.48007026036922507,4.842863626303278,[0.5748924  0.16131708 0.22143632],[0.58328897 0.14000797 0.22469205],[-5.51595679e-03  8.02066497e-05  2.98723113e-03  9.99980330e-01],[-0.7097885   0.01548072 -0.00607096  0.70421857],[0.57462263 0.2626687  0.28156847],[0.64431387 0.73764753 0.27918252]
42,2024-05-16_13:49:02,78,7,0.882,0.9578602910041809,0.3934616505670807,4.841904488696764,[0.58389747 0.15626994 0.22155941],[0.58151823 0.13504642 0.24437977],[-5.70943300e-03 -3.18981474e-05  2.56916013e-04  9.99983668e-01],[-0.70521915  0.01658039 -0.01441497  0.70864886],[0.58349454 0.25808135 0.28124925],[0.66026229 0.64397842 0.27975413]
43,2024-05-16_13:49:02,3,7,0.52,0.6016801595687866,0.24898080766717776,4.706871082012322,[0.57238841 0.15255579 0.22147208],[0.60312825 0.12918457 0.23837994],[-4.68114577e-03  2.38349858e-05  7.60252238e-04  9.99988735e-01],[-0.70443916  0.01936326  0.00958421  0.70943546],[0.57223362 0.25366282 0.2816368 ],[0.56459612 0.5025205  0.27991408]
44,2024-05-16_13:49:02,20,7,0.609,0.690156877040863,0.3509913063505085,4.725267547895984,[0.57081819 0.15497339 0.22142538],[0.59492379 0.13274224 0.20784321],[-3.80785693e-03 -9.67982760e-06  1.82437524e-03  9.99991059e-01],[-0.70284665 -0.00437553 -0.0044228   0.7113142 ],[0.57076222 0.25545132 0.28138676],[0.52125132 0.60292846 0.279596  ]
45,2024-05-16_13:49:02,141,7,1.135,1.09569251537323,0.8326039569070416,4.748974753227461,[0.58677727 0.16087621 0.22130647],[0.60484594 0.14280683 0.21197584],[-3.96317150e-03  1.46665931e-04  4.94540483e-03  9.99979913e-01],[-7.06288338e-01 -2.07753316e-03 -1.54327179e-04  7.07921207e-01],[0.58641064 0.26229385 0.28181726],[0.51699245 1.09198499 0.27701384]
46,2024-05-16_13:49:02,143,7,1.152,1.0974842309951782,0.7946670010448108,4.805938008437425,[0.58440751 0.16785482 0.221347  ],[0.60174006 0.14959294 0.21311992],[-3.87940370e-03 -3.31810996e-04  2.37320992e-03  9.99989629e-01],[-7.07340062e-01  4.08106018e-04 -1.19543960e-03  7.06872284e-01],[0.58412474 0.26907438 0.28180102],[0.52502739 1.06152904 0.27746999]
47,2024-05-16_13:49:02,117,7,1.064,1.0734121799468994,0.6963207839975847,4.763740724887364,[0.58490455 0.15942588 0.22146708],[0.59399015 0.13739231 0.20863122],[-4.07333672e-03  1.25586565e-04  7.87226763e-03  9.99960721e-01],[-0.70799839  0.00136313 -0.00708376  0.70617718],[0.58459514 0.26032838 0.28183508],[0.63822156 0.95457339 0.27856296]
48,2024-05-16_13:49:02,111,7,1.031,1.05646812915802,0.7199638138475947,4.712999988693103,[0.59029996 0.16194305 0.22130021],[0.6116358  0.14149278 0.21179867],[-4.24166722e-03 -3.50109767e-04  4.83289780e-03  9.99979258e-01],[-0.70805603 -0.00247327  0.00136981  0.70615059],[0.59007972 0.26274353 0.28163391],[0.52187753 0.97945768 0.27748787]
49,2024-05-16_13:49:02,130,7,1.108,1.0864657163619995,0.619481462875581,4.644587144165899,[0.59585923 0.16571569 0.22114718],[0.62221676 0.1423835  0.20148391],[-3.86113417e-03 -9.13944677e-05  3.20897461e-03  9.99987364e-01],[-0.70780969 -0.01431093  0.00968452  0.70619178],[0.59540367 0.26672283 0.28164297],[0.41737583 0.86006057 0.27794263]
50,2024-05-16_13:49:02,92,7,0.951,1.0025887489318848,0.5751938510308369,4.7152445079399925,[0.59194708 0.1645574  0.22130767],[0.60966438 0.13761637 0.21580626],[-4.16000839e-03 -3.72012408e-04  6.81958674e-03  9.99968052e-01],[-0.70905757  0.00315238 -0.00536592  0.70512313],[0.59177208 0.26491222 0.2815367 ],[0.62071371 0.83936614 0.27792534]
51,2024-05-16_13:49:02,64,7,0.829,0.9130845665931702,0.47603177925133494,4.681505007606964,[0.58600539 0.15429869 0.2215611 ],[0.61052024 0.13397196 0.21569678],[-4.03855694e-03 -2.84015332e-05 -5.95497782e-04  9.99991655e-01],[-7.09755063e-01  3.50079994e-04 -3.45271634e-04  7.04448342e-01],[0.58582467 0.25525784 0.28193468],[0.52566224 0.7274633  0.27897817]
52,2024-05-16_13:49:02,84,7,0.91,0.9763627648353577,0.5507311521369354,4.719991588130684,[0.58676881 0.15973574 0.22137216],[0.60276049 0.13285671 0.22117437],[-3.80788906e-03 -1.78133196e-04 -5.04307356e-03  9.99980032e-01],[-0.70822144  0.00705867 -0.00569198  0.70593214],[0.58659899 0.26020598 0.28162539],[0.5638997  0.81045932 0.27833679]
53,2024-05-16_13:49:02,108,7,1.018,1.0437263250350952,0.5191141350454108,4.843859155138999,[0.57299757 0.15670216 0.22130358],[0.57120234 0.13164863 0.23060396],[-3.83587065e-03 -1.61568387e-04  8.28877371e-03  9.99958277e-01],[-0.70279539  0.01182944 -0.01538816  0.71112722],[0.57287258 0.25721252 0.28135076],[0.67039126 0.76707935 0.27902618]
54,2024-05-16_13:49:02,34,7,0.671,0.7356798052787781,0.36047980653593026,4.595299923547322,[0.58282256 0.15195203 0.22142369],[0.61643612 0.12752497 0.20583683],[-4.26572561e-03  1.79792420e-04  1.53153203e-02  9.99873579e-01],[-0.70622009 -0.01267185  0.00790279  0.70783484],[0.58272529 0.25251025 0.28171906],[0.5291788  0.60898328 0.27938575]
55,2024-05-16_13:49:02,149,7,1.193,1.1040668487548828,0.8106938294670829,4.663338506569574,[0.59342647 0.15999562 0.22144234],[0.61606556 0.13911285 0.20464571],[-3.71102570e-03 -1.08305336e-04  6.29303372e-03  9.99973297e-01],[-0.70470756 -0.01161159  0.00433532  0.70938963],[0.59327078 0.26053712 0.28169721],[0.44547969 1.05763209 0.27701887]
56,2024-05-16_13:49:02,93,7,0.953,1.0124632120132446,0.5720568612314038,4.718451073137089,[0.59471035 0.15521923 0.2214874 ],[0.60655463 0.13509178 0.22068268],[-5.40848868e-03  1.60884782e-04 -2.56984099e-03  9.99982059e-01],[-0.71030456  0.00766533 -0.00462501  0.70383751],[0.59462345 0.25664672 0.28178424],[0.59296554 0.82869184 0.2785151 ]
57,2024-05-16_13:49:02,68,7,0.835,0.9167791604995728,0.4429819295396302,4.784573549394482,[0.58333963 0.15949088 0.22148916],[0.59815657 0.14024475 0.22213197],[-3.93354008e-03 -1.95768007e-05  1.67168397e-03  9.99990880e-01],[-0.70966953  0.0088195  -0.00759032  0.70443857],[0.58307981 0.26005012 0.2817941 ],[0.60988981 0.70221293 0.27929166]
58,2024-05-16_13:49:02,150,7,1.2,1.103762149810791,0.6508274305894858,4.635468489332509,[0.58930153 0.16034949 0.22136009],[0.61608005 0.13609532 0.20447291],[-4.02775174e-03 -7.85151678e-06  1.98152568e-03  9.99989927e-01],[-0.7042439  -0.0146829   0.01074313  0.70972496],[0.58921367 0.26068193 0.2814182 ],[0.3868337  0.87922597 0.27673212]
59,2024-05-16_13:49:02,72,7,0.854,0.9303867220878601,0.4742570780526972,4.747517026372687,[0.58616006 0.16060391 0.22145051],[0.60364318 0.13940705 0.21531869],[-5.61861182e-03  3.07100679e-04  3.25448764e-03  9.99978900e-01],[-0.710738    0.00466149 -0.0056345   0.70341879],[0.5857743  0.26185176 0.28184363],[0.60346311 0.73576713 0.27851111]
60,2024-05-16_13:49:02,45,7,0.727,0.8136933445930481,0.37643449002265916,4.720947863631167,[0.5852136  0.16001841 0.22134623],[0.60893631 0.13943362 0.21452391],[-4.39615641e-03  6.35401229e-05  1.20243067e-02  9.99918044e-01],[-7.10246265e-01  4.00112197e-03  3.99483892e-04  7.03941762e-01],[0.5850206  0.26042575 0.28147563],[0.60126764 0.63650334 0.27933002]
61,2024-05-16_13:49:02,83,7,0.906,0.9701002240180969,0.5330414226240447,4.6787512633051405,[0.59027439 0.15884483 0.22144002],[0.61247367 0.13708219 0.20609844],[-3.77081172e-03 -3.66370768e-05  1.26347732e-04  9.99992907e-01],[-7.10609257e-01 -4.32084268e-03  1.52634209e-04  7.03573585e-01],[0.59012228 0.25915292 0.28167951],[0.50326037 0.7850576  0.27815402]
62,2024-05-16_13:49:02,138,7,1.129,1.0964630842208862,0.8405526988416963,4.691414817222223,[0.59313792 0.16540995 0.22138685],[0.61561382 0.14169927 0.20994675],[-4.08900622e-03 -8.41480432e-05  8.51433445e-03  9.99955416e-01],[-0.70592284 -0.00854441  0.00104986  0.7082364 ],[0.59300989 0.26604599 0.28138748],[0.50922203 1.10240006 0.27688277]
63,2024-05-16_13:49:02,6,7,0.54,0.6235013604164124,0.2441620581007311,4.677710926093704,[0.58477306 0.15574512 0.22150841],[0.61495805 0.13343289 0.22713348],[-4.42508375e-03  8.84273468e-05  7.62489624e-03  9.99961138e-01],[-7.07146287e-01  4.96748649e-03 -7.06398685e-04  7.07049489e-01],[0.58454573 0.25617328 0.28169748],[0.58490962 0.50032693 0.27970397]
64,2024-05-16_13:49:02,144,7,1.165,1.0928689241409302,0.7704425246949649,4.660265608386759,[0.5861038  0.15779161 0.22133425],[0.60690147 0.13051964 0.20803119],[-3.81875434e-03 -5.88887895e-04  2.23301095e-03  9.99990046e-01],[-0.70452189 -0.00602522  0.00268487  0.70965159],[0.58594507 0.25840685 0.28171927],[0.46548566 1.01936233 0.27748036]
65,2024-05-16_13:49:02,140,7,1.133,1.0908668041229248,0.8030432575194538,4.769944137898142,[0.58661038 0.16580907 0.22129241],[0.60353446 0.1445888  0.21361621],[-4.12758999e-03 -4.95592431e-05  6.72799628e-03  9.99968827e-01],[-0.70614952 -0.00105941 -0.00257748  0.70805722],[0.58638757 0.26673245 0.2817131 ],[0.56718397 1.06953573 0.27763978]
66,2024-05-16_13:49:02,29,7,0.636,0.7080915570259094,0.36465308262032586,4.638245556511803,[0.5885343  0.15721446 0.22145516],[0.61936939 0.13752358 0.20115303],[-2.88885809e-03 -5.50220284e-06  1.13919629e-02  9.99930918e-01],[-0.70112866 -0.01552393  0.0030443   0.71285927],[0.58839309 0.25778207 0.28178617],[0.50154328 0.61193454 0.27954814]
67,2024-05-16_13:49:02,96,7,0.965,1.0109087228775024,0.5617956450955034,4.680988739768054,[0.58774078 0.15841207 0.22141984],[0.6115182  0.13788819 0.20580392],[-4.40450618e-03  3.95390671e-04  2.44345865e-03  9.99987245e-01],[-0.71036905 -0.00468704  0.00400738  0.70380235],[0.58747476 0.25958538 0.2819609 ],[0.48809811 0.81250739 0.27797607]
68,2024-05-16_13:49:02,87,7,0.94,0.99574214220047,0.6065241436813407,4.709507654079509,[0.58143628 0.15971667 0.22142234],[0.60268551 0.13302104 0.21620283],[-3.90915340e-03 -1.35684037e-04  3.53625184e-03  9.99986112e-01],[-0.70702088  0.00149532 -0.0028331   0.70718539],[0.58137697 0.26009545 0.28158718],[0.55824161 0.86616766 0.27801517]
69,2024-05-16_13:49:02,1,7,0.504,0.5889008641242981,0.2142757995402561,4.743730249585509,[0.56087202 0.15015277 0.22158137],[0.58620948 0.12357213 0.2458923 ],[-3.76216951e-03  1.63704273e-04  2.37455918e-03  9.99990106e-01],[-0.70314634  0.01894101 -0.00091404  0.71079224],[0.56113297 0.24990317 0.28123468],[0.5758087  0.46367165 0.27990162]
