Index,RecSession,HitNumber,IiwaNumber,DesiredFlux,HittingFlux,DistanceTraveled,HittingInertia,ObjectPos,HittingPos,ObjectOrientation,HittingOrientation
0,2024-05-06_17:14:44,75,7,1.2,0.7930572628974915,0.4875699067219012,4.914473747324401,"[0.6325371265411377, 0.467377245426178, 0.22052934765815735]","[0.6002500057220459, 0.4031656086444855, 0.22695806622505188]",[-0.00462718  0.00132019  0.37574318  0.92671132],"[-0.6707491874694824, 0.034012965857982635, -0.03784206509590149, 0.739936888217926]"
1,2024-05-06_17:14:44,89,7,1.2,0.9265953302383423,0.6652735586533183,4.550539269391128,"[0.5494920611381531, 0.3084314465522766, 0.2202533483505249]","[0.5394344925880432, 0.2940704822540283, 0.21060951054096222]",[-2.59468681e-03  5.23392955e-05 -2.13567168e-02  9.99768555e-01],"[-0.6809199452400208, 0.0173952654004097, -0.03209158778190613, 0.7314475774765015]"
2,2024-05-06_17:14:44,69,7,1.2,0.735226035118103,0.22792453002084687,5.275502387891121,"[0.6546931266784668, 0.5313377380371094, 0.21999260783195496]","[0.6047165989875793, 0.507680356502533, 0.22022020816802979]",[-5.23787690e-03  1.00992809e-04  7.07939804e-01  7.06253350e-01],"[-0.6765410304069519, 0.04605531692504883, -0.05624193698167801, 0.7328082919120789]"
3,2024-05-06_17:14:44,43,7,1.2,0.6902152299880981,0.2936525382091207,5.482772275804045,"[0.6404792070388794, 0.5736358165740967, 0.2191992700099945]","[0.5867038369178772, 0.5313239097595215, 0.2471437156200409]",[-3.12593160e-03 -4.70774794e-05 -3.05843741e-01  9.52076614e-01],"[-0.7063036561012268, 0.05862564221024513, -0.06703577190637589, 0.70228511095047]"
4,2024-05-06_17:14:44,116,14,1.2,0.7842286229133606,0.5738068796803633,4.400437546367338,"[0.6264224648475647, -0.2913236618041992, 0.2194029688835144]","[0.6205012202262878, -0.22115157544612885, 0.20235246419906616]",[-0.0041383   0.00114191  0.2658031   0.96401781],"[0.46492791175842285, -0.45221272110939026, 0.5572862029075623, 0.5184378623962402]"
5,2024-05-06_17:14:44,57,7,1.2,0.8809171915054321,0.4275289743754629,5.495598083264102,"[0.42823243141174316, 0.4604117274284363, 0.21921303868293762]","[0.4079893231391907, 0.4158150255680084, 0.24381853640079498]",[-1.06101943e-04 -5.99937513e-04 -5.90406418e-01  8.07105899e-01],"[-0.700387716293335, 0.020431213080883026, -0.01598518341779709, 0.7132909893989563]"
6,2024-05-06_17:14:44,63,7,1.2,0.684850811958313,0.3517746096510408,5.719841982748473,"[0.6415901780128479, 0.6005376577377319, 0.2189418375492096]","[0.5841616988182068, 0.5912943482398987, 0.23338930308818817]",[ 0.00090145 -0.00186005 -0.81526679  0.57908183],"[-0.6912040710449219, 0.0662916824221611, -0.07272504270076752, 0.7159283757209778]"
7,2024-05-06_17:14:44,15,7,1.2,0.7387141585350037,0.3274359413160619,5.3358267673963145,"[0.6022511124610901, 0.5354984402656555, 0.2192971408367157]","[0.5602250099182129, 0.4808228015899658, 0.23792889714241028]",[-0.00523904  0.00179855  0.82416379  0.56632441],"[-0.6800293922424316, 0.04298318922519684, -0.04613516107201576, 0.7304683923721313]"
8,2024-05-06_17:14:44,24,14,1.2,0.8029302358627319,0.563517141551782,5.200278747718205,"[0.42671671509742737, -0.3354395031929016, 0.21930795907974243]","[0.44011151790618896, -0.2633795738220215, 0.25050240755081177]",[ 1.98011054e-03 -3.54346033e-04 -8.52964938e-01  5.21964371e-01],"[0.4924638867378235, -0.4870229661464691, 0.5311281085014343, 0.4880480468273163]"
9,2024-05-06_17:14:44,47,7,1.2,0.8858837485313416,0.5461736843902429,5.021382878283539,"[0.5154754519462585, 0.4327455759048462, 0.21959659457206726]","[0.48667511343955994, 0.37658920884132385, 0.2359173595905304]",[-0.00506237  0.00212716  0.47474375  0.88010693],"[-0.6901834011077881, 0.020720386877655983, -0.025212610140442848, 0.7228982448577881]"
10,2024-05-06_17:14:44,91,7,1.2,0.92342609167099,0.48535164962403704,4.56143075425632,"[0.5508036017417908, 0.3184692859649658, 0.2206672728061676]","[0.5404868721961975, 0.2965802848339081, 0.20994122326374054]",[-2.57928856e-03  1.45967133e-04  5.96629269e-03  9.99978840e-01],"[-0.6788513660430908, 0.01849263720214367, -0.03246709331870079, 0.7333244681358337]"
11,2024-05-06_17:14:44,74,14,1.2,0.654724657535553,0.3129199013786507,5.3607079417544545,"[0.6801474690437317, -0.4644013047218323, 0.22096121311187744]","[0.6117600202560425, -0.4047272503376007, 0.26924195885658264]",[-0.00397051  0.00108409  0.35957924  0.93310547],"[0.5647678375244141, -0.45500656962394714, 0.5434579253196716, 0.42268168926239014]"
12,2024-05-06_17:14:44,80,14,1.2,0.8682778477668762,0.5627023539643132,4.328162711231266,"[0.5180758833885193, -0.22545795142650604, 0.21896761655807495]","[0.5160202980041504, -0.15041182935237885, 0.20170648396015167]",[-3.32693191e-04 -4.82233649e-04 -5.20814657e-01  8.53669584e-01],"[0.4720814824104309, -0.4736669361591339, 0.5392237901687622, 0.5118753910064697]"
13,2024-05-06_17:14:44,16,14,1.2,0.722457230091095,0.31084688391477316,4.672945644735365,"[0.6899441480636597, -0.383215069770813, 0.2197396159172058]","[0.6381482481956482, -0.3180364966392517, 0.1981130987405777]",[-0.0054428   0.0017394   0.58397478  0.81175166],"[0.47413861751556396, -0.4292867183685303, 0.5734712481498718, 0.5118947625160217]"
14,2024-05-06_17:14:44,14,14,1.2,0.820965051651001,0.34680357398115136,5.143824014622167,"[0.5584287643432617, -0.36596763134002686, 0.2191373109817505]","[0.4930063784122467, -0.30369776487350464, 0.25087031722068787]",[-0.00506244  0.00142579  0.57310069  0.81946808],"[0.5219544768333435, -0.4836609661579132, 0.5187333822250366, 0.4738684296607971]"
15,2024-05-06_17:14:44,42,14,1.2,0.9107335805892944,0.4745843559715602,4.330329948206803,"[0.5417921543121338, -0.21162541210651398, 0.21884950995445251]","[0.511884868144989, -0.15990841388702393, 0.23054343461990356]",[ 0.00145994 -0.00108686 -0.79386026  0.60809755],"[0.4957403838634491, -0.4901946783065796, 0.5079486966133118, 0.5059038996696472]"
16,2024-05-06_17:14:44,28,14,1.2,0.8015691041946411,0.45558039023078256,4.4076696457745985,"[0.4364752173423767, -0.26965951919555664, 0.21892225742340088]","[0.4123370051383972, -0.18941940367221832, 0.222601518034935]",[-5.39403036e-03  8.04169220e-04  9.20154631e-01  3.91517162e-01],"[0.5112718939781189, -0.5065456628799438, 0.4858263432979584, 0.4959690570831299]"
17,2024-05-06_17:14:44,99,7,1.2,0.9462499022483826,0.6956829658501597,4.587495673728996,"[0.553561270236969, 0.3065308928489685, 0.22046789526939392]","[0.5249763131141663, 0.2952352464199066, 0.22393108904361725]",[-2.08386802e-03  2.08158919e-04 -2.23771110e-02  9.99747396e-01],"[-0.6825511455535889, 0.014271872118115425, -0.02793991193175316, 0.730164110660553]"
18,2024-05-06_17:14:44,44,14,1.2,0.8428921699523926,0.45100372033351943,4.882865204081536,"[0.6260513663291931, -0.3783636689186096, 0.21999546885490417]","[0.5764329433441162, -0.3057474195957184, 0.2382269650697708]",[-1.08045281e-03  2.30727397e-04 -2.44453922e-01  9.69660282e-01],"[0.48986995220184326, -0.45489513874053955, 0.5560485124588013, 0.493870347738266]"
19,2024-05-06_17:14:44,110,14,1.2,0.9091217517852783,0.4249324477187337,4.795480410084471,"[0.5314683318138123, -0.2964742183685303, 0.2190822958946228]","[0.4882970452308655, -0.2579875886440277, 0.2234780490398407]",[-2.69392063e-03  1.33165653e-04 -1.13478415e-02  9.99931991e-01],"[0.4999561905860901, -0.4769323170185089, 0.5293344855308533, 0.49232548475265503]"
20,2024-05-06_17:14:44,106,14,1.2,0.8778684139251709,0.5145672505603683,4.568544301401861,"[0.4833703935146332, -0.29196619987487793, 0.2190895676612854]","[0.44580385088920593, -0.2169298231601715, 0.22326502203941345]",[-0.00197843  0.00184581  0.90307862 -0.42946675],"[0.5086607933044434, -0.4953049421310425, 0.5024146437644958, 0.4934741258621216]"
21,2024-05-06_17:14:44,11,7,1.2,0.7630919814109802,0.42959331164125814,5.420424304201526,"[0.5652772784233093, 0.5298612713813782, 0.21921560168266296]","[0.524351954460144, 0.4674108624458313, 0.245941162109375]",[-0.00499612  0.00242541  0.89338166  0.44926426],"[-0.6834139227867126, 0.039151761680841446, -0.03983099013566971, 0.7278915047645569]"
22,2024-05-06_17:14:44,50,14,1.2,0.7730977535247803,0.46118322622042723,4.644728908241139,"[0.49139660596847534, -0.33571958541870117, 0.21909099817276]","[0.4330334961414337, -0.25983622670173645, 0.2333337962627411]",[-0.0042441   0.00125487  0.45079342  0.89261734],"[0.5356085896492004, -0.5103361010551453, 0.480601042509079, 0.47085368633270264]"
23,2024-05-06_17:14:44,30,14,1.2,0.906633734703064,0.35639546846741005,4.889716055772123,"[0.5162268877029419, -0.31429654359817505, 0.21926391124725342]","[0.4934307038784027, -0.2805817127227783, 0.21616515517234802]",[-0.0051401   0.00164632  0.68119222  0.73208475],"[0.48959270119667053, -0.46941304206848145, 0.5403609871864319, 0.497956246137619]"
24,2024-05-06_17:14:44,96,14,1.2,0.7850236296653748,0.41651461470835616,4.387315442467696,"[0.42698347568511963, -0.2548246383666992, 0.21927976608276367]","[0.4103146493434906, -0.18482086062431335, 0.225423201918602]",[-1.71219383e-03  1.00607103e-05 -2.37238273e-01  9.71449971e-01],"[-0.5099258422851562, 0.5122101306915283, -0.48592790961265564, -0.4914167821407318]"
25,2024-05-06_17:14:44,60,14,1.2,0.7862937450408936,0.3141784433351866,4.760672251500549,"[0.4169417917728424, -0.2973673939704895, 0.2194022834300995]","[0.4441145062446594, -0.25811901688575745, 0.25311702489852905]",[ 1.60254701e-03  2.00501730e-04 -6.60067081e-01  7.51204908e-01],"[-0.5098282694816589, 0.5146923661231995, -0.47513821721076965, -0.4994102418422699]"
26,2024-05-06_17:14:44,65,7,1.2,0.6340160965919495,0.29130935957829707,6.128806104617048,"[0.6196250915527344, 0.6832587122917175, 0.21871331334114075]","[0.5613304972648621, 0.6568979620933533, 0.23554472625255585]",[-1.45636371e-03  1.54511581e-04 -2.72609711e-01  9.62123573e-01],"[-0.6944249272346497, 0.07383652031421661, -0.07916289567947388, 0.7113757133483887]"
27,2024-05-06_17:14:44,79,7,1.2,0.8798273801803589,0.5436363826036915,5.193145087213968,"[0.5383080244064331, 0.47849565744400024, 0.21942263841629028]","[0.5072692036628723, 0.4192460775375366, 0.2505221962928772]",[-1.37278356e-03  2.20173533e-05 -3.85479987e-01  9.22715187e-01],"[-0.7000490427017212, 0.02825237065553665, -0.023764481768012047, 0.7131398320198059]"
28,2024-05-06_17:14:44,49,7,1.2,0.777661919593811,0.38987967899177955,5.4821501567638835,"[0.5440770983695984, 0.4987871050834656, 0.21952056884765625]","[0.5036011338233948, 0.466886043548584, 0.24614086747169495]",[-0.00496321  0.00229119  0.54494971  0.83845091],"[-0.6910593509674072, 0.041724976152181625, -0.04055045545101166, 0.7204523682594299]"
29,2024-05-06_17:14:44,101,7,1.2,0.9501038193702698,0.6525741902201245,4.966232525296134,"[0.40206673741340637, 0.38999462127685547, 0.22036495804786682]","[0.4174681007862091, 0.3676327168941498, 0.22147633135318756]",[ 1.14583709e-04 -1.14911736e-03 -6.37311876e-01  7.70605087e-01],"[-0.7021163702011108, -0.00420245761051774, 0.012261818163096905, 0.7119442224502563]"
30,2024-05-06_17:14:44,98,14,1.2,0.7418974041938782,0.003938986396630407,6.152578648861323,"[0.4568781852722168, -0.3757900595664978, 0.21912473440170288]","[0.4557650089263916, -0.3296181559562683, 0.28748440742492676]",[-1.91156752e-03  2.84660666e-04  1.09097831e-01  9.94029164e-01],"[0.5053186416625977, -0.4829367399215698, 0.5197097063064575, 0.4912504255771637]"
31,2024-05-06_17:14:44,109,7,1.2,0.9260590076446533,0.6100999109218205,4.5258633764996015,"[0.38631147146224976, 0.3375299572944641, 0.22056332230567932]","[0.4173277020454407, 0.2859649360179901, 0.21101929247379303]",[-0.00193483  0.00274365  0.86686426 -0.49853289],"[-0.6972658634185791, -0.01670469529926777, 0.030482077971100807, 0.7159693837165833]"
32,2024-05-06_17:14:44,107,7,1.2,0.9054340124130249,0.4609297935687759,5.454443369955367,"[0.4475497603416443, 0.4398110508918762, 0.21904629468917847]","[0.41980770230293274, 0.42630264163017273, 0.23928608000278473]",[ 0.00126097 -0.00321775 -0.72666156  0.68698692],"[-0.7005293369293213, 0.02542395517230034, -0.023153653368353844, 0.7127946615219116]"
33,2024-05-06_17:14:44,19,7,1.2,0.9323999285697937,0.6142721139730702,4.786214555844466,"[0.5078900456428528, 0.390896201133728, 0.22047412395477295]","[0.4788416028022766, 0.33043763041496277, 0.23265981674194336]",[-0.00533949  0.00292665  0.95494545  0.2967189 ],"[-0.696472704410553, 0.013789337128400803, -0.021392596885561943, 0.7171317934989929]"
34,2024-05-06_17:14:44,77,7,1.2,0.7081217169761658,0.18086169382806314,6.103866629848204,"[0.44484585523605347, 0.5456159114837646, 0.21873128414154053]","[0.4179271459579468, 0.520194947719574, 0.2574874460697174]",[-5.16498741e-03  1.56928028e-04  5.00827320e-02  9.98731732e-01],"[-0.7009367942810059, 0.048592470586299896, -0.02641862817108631, 0.7110755443572998]"
