Index,RecSession,HitNumber,IiwaNumber,DesiredFlux,HittingFlux,DistanceTraveled,HittingInertia,AttractorPos,HittingPos,ObjectOrientation,HittingOrientation,ObjectPosStart,ObjectPosEnd
0,2024-05-16_13:49:02__clean,75,7,0.868,0.941526472568512,0.5138148236156258,4.7016466410681454,[0.58542216 0.15835676 0.22144958],[0.60491562 0.13385232 0.21196933],[-3.64240003e-03 -1.50031061e-04  1.95016130e-03  9.99991477e-01],[-0.71014667  0.0034713  -0.00107811  0.7040444 ],[0.58525789 0.25883147 0.28177154],[0.56552535 0.77225602 0.27837506]
1,2024-05-16_13:49:02__clean,89,7,0.944,1.0048376321792603,0.547620739188448,4.758468298924792,[0.58249491 0.16050261 0.22134838],[0.5967012  0.13720104 0.21306787],[-6.02971995e-03  5.22638572e-07  3.63745657e-03  9.99975204e-01],[-0.71076477  0.00587066 -0.00573398  0.70338196],[0.58206332 0.26245236 0.28197408],[0.61733276 0.80892575 0.27860045]
2,2024-05-16_13:49:02__clean,142,7,1.152,1.1029725074768066,0.7941309704022962,4.716414637704912,[0.58864546 0.15927407 0.22120187],[0.60918748 0.14257488 0.2048783 ],[-2.96068890e-03  7.46654914e-05  5.53048588e-03  9.99980330e-01],[-7.05154300e-01 -9.94271971e-03 -2.36776599e-04  7.08984137e-01],[0.58824354 0.26080725 0.28191426],[0.44346726 1.04161537 0.27717045]
3,2024-05-16_13:49:02__clean,69,7,0.838,0.9198410511016846,0.4450749439104059,4.768542633098666,[0.58751994 0.1597245  0.22151405],[0.60258323 0.14051698 0.22139828],[-3.83451045e-03 -4.29517793e-04  5.51139517e-03  9.99977350e-01],[-0.70981902  0.00791861 -0.00732595  0.70430148],[0.58733422 0.26018226 0.28175831],[0.62576598 0.70358831 0.27935329]
4,2024-05-16_13:49:02__clean,43,7,0.725,0.8048883080482483,0.34045161007615715,4.616259551678012,[0.59054112 0.15420935 0.2215941 ],[0.62203455 0.13182333 0.216316  ],[-4.39224113e-03  2.57184467e-04  1.31744950e-03  9.99989450e-01],[-0.70816904 -0.00376697  0.00771589  0.70599073],[0.59027326 0.25547394 0.28204793],[0.50130671 0.5840804  0.27887794]
5,2024-05-16_13:49:02__clean,104,7,1.003,1.0424484014511108,0.661690842921802,4.768578888985448,[0.58622801 0.16216937 0.22119701],[0.59634978 0.13794343 0.2130381 ],[-5.22798719e-03  2.51359423e-04 -4.62851691e-04  9.99986172e-01],[-0.70713365  0.00449871 -0.00902676  0.707008  ],[0.58572382 0.26395878 0.28171417],[0.60729814 0.92528778 0.27807102]
6,2024-05-16_13:49:02__clean,57,7,0.794,0.8704701662063599,0.46124520202143143,4.674936891463348,[0.58382291 0.15544024 0.22152701],[0.60794842 0.13082904 0.21611831],[-4.09891782e-03  1.85353667e-04  2.46545137e-03  9.99988556e-01],[-7.09032595e-01  1.37166295e-03 -6.92158588e-04  7.05174029e-01],[0.58376521 0.25596255 0.28154477],[0.5563212  0.71638352 0.27899587]
7,2024-05-16_13:49:02__clean,128,7,1.1,1.085209846496582,0.8391842091603096,4.722525900970242,[0.58796835 0.16459778 0.22113454],[0.60871798 0.1439389  0.19821502],[-9.79738543e-04  3.17827158e-04  7.12885521e-04  9.99999225e-01],[-0.69364822 -0.00918004 -0.00165332  0.72025353],[0.58753181 0.26650125 0.28204116],[0.38840649 1.08170211 0.27686495]
8,2024-05-16_13:49:02__clean,63,7,0.816,0.8920997381210327,0.4762251433760382,4.698830663837471,[0.58515137 0.15625876 0.22155434],[0.60697651 0.13355598 0.216986  ],[-3.80750163e-03 -2.43985400e-04  1.98910502e-03  9.99990761e-01],[-0.70932609  0.003063   -0.00306741  0.70486718],[0.58500564 0.256888   0.28173545],[0.57374084 0.73297292 0.27915815]
9,2024-05-16_13:49:02__clean,15,7,0.571,0.6654267907142639,0.2138853660880423,4.829625196460978,[0.57554847 0.1571584  0.22144476],[0.58481705 0.1350622  0.24931508],[-5.64061571e-03 -3.89238034e-04 -6.01426815e-04  9.99983847e-01],[-0.70474648  0.01869798 -0.00801921  0.70916742],[0.57512718 0.25915983 0.28165019],[0.60585541 0.47082126 0.28017843]
10,2024-05-16_13:49:02__clean,131,7,1.11,1.089308500289917,0.8503924005947777,4.702786302642,[0.58648843 0.16197446 0.2215094 ],[0.60616904 0.13654417 0.2096751 ],[-3.49527411e-03  2.01204784e-05  5.80138387e-03  9.99977052e-01],[-0.70480895 -0.00552301 -0.00087633  0.70937514],[0.58634156 0.26255533 0.28185171],[0.52942616 1.11102736 0.27704671]
11,2024-05-16_13:49:02__clean,139,7,1.13,1.0995588302612305,0.7561306241125718,4.724975774496204,[0.59135956 0.1641435  0.22119129],[0.61319143 0.14715001 0.20603181],[-3.86956264e-03 -1.67245395e-04  4.70335176e-03  9.99981463e-01],[-0.7065537  -0.00948486  0.00269983  0.7075907 ],[0.59107471 0.26469925 0.28166407],[0.44836146 1.00722766 0.27742007]
12,2024-05-16_13:49:02__clean,47,7,0.735,0.805778443813324,0.3591074107330899,4.625174248170747,[0.58573431 0.15611386 0.22137845],[0.61888123 0.13382488 0.21095067],[-3.95916961e-03  1.31466513e-04  8.12457036e-03  9.99959171e-01],[-0.70818639 -0.01066968  0.00815335  0.70589781],[0.58563501 0.25663617 0.28165805],[0.50275809 0.60604036 0.2791554 ]
13,2024-05-16_13:49:02__clean,91,7,0.948,1.0076830387115479,0.4582037706175884,4.844108800626431,[0.58883113 0.16409817 0.2214174 ],[0.58528179 0.13914773 0.23458223],[-4.20277379e-03  2.09297010e-04  5.96468337e-04  9.99990940e-01],[-0.70590317  0.01415802 -0.01129049  0.70807683],[0.58876204 0.26468736 0.28130841],[0.63892198 0.72013229 0.27916583]
14,2024-05-16_13:49:02__clean,74,7,0.855,0.9252115488052368,0.5121414661670946,4.715965207379489,[0.58589631 0.15587002 0.22147578],[0.60566217 0.13706237 0.21125516],[-4.21951106e-03  1.62597735e-05  4.02221037e-03  9.99983013e-01],[-7.09094286e-01 -5.87056682e-04 -3.52144497e-03  7.05104649e-01],[0.58568478 0.25668532 0.28184044],[0.56700361 0.76847655 0.27873674]
15,2024-05-16_13:49:02__clean,16,7,0.576,0.6565312743186951,0.3099308358225224,4.697246391297397,[0.58155155 0.15593752 0.22159365],[0.60558015 0.13456942 0.20842677],[-2.96936557e-03 -2.66461666e-05  1.97141245e-03  9.99993622e-01],[-0.70321482 -0.00689803 -0.00506171  0.71092594],[0.58152926 0.25667402 0.2818414 ],[0.53252345 0.56269938 0.27983257]
16,2024-05-16_13:49:02__clean,14,7,0.571,0.5834020376205444,0.22491099968461148,4.514269193301037,[0.59394711 0.15096319 0.22134739],[0.63378745 0.12817252 0.19886696],[-3.51978722e-03 -3.07107402e-04  8.41208082e-03  9.99958396e-01],[-0.70563042 -0.02160727  0.0133878   0.70812398],[0.59284788 0.25361845 0.28197885],[0.49809319 0.45758408 0.27985153]
