RosTime,PositionForIiwa7,OrientationForIiwa7,PositionForIiwa14,OrientationForIiwa14
1714566751.6865754,0.56730365753173828 0.40385523438453674 0.31902873516082764, 0.49809631705284119  -0.5010567307472229 -0.49758762121200562  0.50323832035064697,0.56730365753173828 0.40385523438453674 0.31902873516082764, 0.49809631705284119  -0.5010567307472229 -0.49758762121200562  0.50323832035064697
1714566751.691582,0.56729888916015625 0.40386503934860229 0.31902399659156799, 0.49809211492538452 -0.50106096267700195 -0.49759215116500854  0.50323379039764404,0.56729888916015625 0.40386503934860229 0.31902399659156799, 0.49809211492538452 -0.50106096267700195 -0.49759215116500854  0.50323379039764404
1714566751.6965811,0.56729614734649658 0.40386861562728882 0.31900513172149658, 0.49809560179710388 -0.50104641914367676 -0.49760165810585022   0.5032353401184082,0.56729614734649658 0.40386861562728882 0.31900513172149658, 0.49809560179710388 -0.50104641914367676 -0.49760165810585022   0.5032353401184082
1714566751.7015762,0.56730371713638306 0.40385538339614868 0.31905832886695862, 0.49801459908485413 -0.50102388858795166 -0.49759975075721741  0.50333982706069946,0.56730371713638306 0.40385538339614868 0.31905832886695862, 0.49801459908485413 -0.50102388858795166 -0.49759975075721741  0.50333982706069946
1714566751.7066016,0.56731557846069336 0.40386044979095459  0.3190453052520752, 0.49797207117080688 -0.50105780363082886 -0.49760293960571289  0.50334501266479492,0.56731557846069336 0.40386044979095459  0.3190453052520752, 0.49797207117080688 -0.50105780363082886 -0.49760293960571289  0.50334501266479492
1714566751.7115817,0.56730192899703979 0.40386867523193359 0.31905138492584229, 0.49801352620124817    -0.50103759765625 -0.49758875370025635  0.50333815813064575,0.56730192899703979 0.40386867523193359 0.31905138492584229, 0.49801352620124817    -0.50103759765625 -0.49758875370025635  0.50333815813064575
1714566751.7165754,0.56727927923202515 0.40388655662536621 0.31903940439224243, 0.49797803163528442 -0.50105160474777222 -0.49758487939834595  0.50336313247680664,0.56727927923202515 0.40388655662536621 0.31903940439224243, 0.49797803163528442 -0.50105160474777222 -0.49758487939834595  0.50336313247680664
1714566751.7215753,0.56727653741836548 0.40393951535224915 0.31900587677955627, 0.49798217415809631 -0.50105887651443481 -0.49753490090370178  0.50340121984481812,0.56727653741836548 0.40393951535224915 0.31900587677955627, 0.49798217415809631 -0.50105887651443481 -0.49753490090370178  0.50340121984481812
1714566751.7265623,0.56722074747085571 0.40402716398239136 0.31901875138282776, 0.49802133440971375 -0.50102603435516357 -0.49750253558158875  0.50342714786529541,0.56722074747085571 0.40402716398239136 0.31901875138282776, 0.49802133440971375 -0.50102603435516357 -0.49750253558158875  0.50342714786529541
1714566751.7315817,0.56719470024108887  0.4041275680065155 0.31901678442955017, 0.49802693724632263 -0.50101500749588013 -0.49747872352600098  0.50345611572265625,0.56719470024108887  0.4041275680065155 0.31901678442955017, 0.49802693724632263 -0.50101500749588013 -0.49747872352600098  0.50345611572265625
1714566751.7365787,0.56718361377716064 0.40415400266647339  0.3190302848815918, 0.49816018342971802 -0.50101202726364136 -0.49747565388679504   0.5033302903175354,0.56718361377716064 0.40415400266647339  0.3190302848815918, 0.49816018342971802 -0.50101202726364136 -0.49747565388679504   0.5033302903175354
