RosTime,PositionForIiwa7,OrientationForIiwa7,PositionForIiwa14,OrientationForIiwa14
1714566386.6360354,0.56141442060470581 0.75024020671844482 0.31660300493240356,-0.38396412134170532  0.59060907363891602  0.59317320585250854 -0.38974097371101379,0.56141442060470581 0.75024020671844482 0.31660300493240356,-0.38396412134170532  0.59060907363891602  0.59317320585250854 -0.38974097371101379
1714566386.646054,0.56176018714904785 0.74256980419158936 0.31660681962966919,-0.38865309953689575  0.58740192651748657  0.59003573656082153 -0.39467152953147888,0.56176018714904785 0.74256980419158936 0.31660681962966919,-0.38865309953689575  0.58740192651748657  0.59003573656082153 -0.39467152953147888
1714566386.6510713,0.56200462579727173 0.73734331130981445 0.31666362285614014,-0.39182624220848083  0.58524906635284424  0.58784466981887817 -0.39798790216445923,0.56200462579727173 0.73734331130981445 0.31666362285614014,-0.39182624220848083  0.58524906635284424  0.58784466981887817 -0.39798790216445923
1714566386.6560376,0.56229913234710693  0.7320670485496521 0.31672686338424683,-0.39518103003501892  0.58304911851882935  0.58562463521957397 -0.40116018056869507,0.56229913234710693  0.7320670485496521 0.31672686338424683,-0.39518103003501892  0.58304911851882935  0.58562463521957397 -0.40116018056869507
1714566386.6610761,0.56263846158981323 0.72673726081848145 0.31672123074531555,-0.39832010865211487  0.58091676235198975  0.58329904079437256 -0.40452325344085693,0.56263846158981323 0.72673726081848145 0.31672123074531555,-0.39832010865211487  0.58091676235198975  0.58329904079437256 -0.40452325344085693
1714566386.6660571,0.56305891275405884 0.72134029865264893 0.31676268577575684,-0.40160810947418213  0.57854682207107544  0.58099222183227539 -0.40797373652458191,0.56305891275405884 0.72134029865264893 0.31676268577575684,-0.40160810947418213  0.57854682207107544  0.58099222183227539 -0.40797373652458191
1714566386.6760395, 0.5637359619140625 0.71315020322799683 0.31673890352249146,-0.40652462840080261   0.5751379132270813    0.577370285987854 -0.41303464770317078, 0.5637359619140625 0.71315020322799683 0.31673890352249146,-0.40652462840080261   0.5751379132270813    0.577370285987854 -0.41303464770317078
1714566386.6810582,0.56423592567443848 0.70763170719146729 0.31678542494773865,-0.40985020995140076  0.57281303405761719  0.57499039173126221 -0.41628608107566833,0.56423592567443848 0.70763170719146729 0.31678542494773865,-0.40985020995140076  0.57281303405761719  0.57499039173126221 -0.41628608107566833
1714566386.6860559,0.56500571966171265 0.70189696550369263 0.31670808792114258, -0.4129127562046051  0.57029759883880615  0.57278060913085938 -0.41974529623985291,0.56500571966171265 0.70189696550369263 0.31670808792114258, -0.4129127562046051  0.57029759883880615  0.57278060913085938 -0.41974529623985291
1714566386.6960418,0.56560838222503662 0.69368994235992432  0.3168509304523468,-0.41790947318077087  0.56674093008041382  0.56897282600402832 -0.42476615309715271,0.56560838222503662 0.69368994235992432  0.3168509304523468,-0.41790947318077087  0.56674093008041382  0.56897282600402832 -0.42476615309715271
