RosTime,PositionForIiwa7,OrientationForIiwa7,PositionForIiwa14,OrientationForIiwa14
1714566730.1466374,0.59695172309875488 0.78317248821258545 0.31618064641952515,-0.42484140396118164  0.56291830539703369  0.56326061487197876 -0.43054640293121338,0.59695172309875488 0.78317248821258545 0.31618064641952515,-0.42484140396118164  0.56291830539703369  0.56326061487197876 -0.43054640293121338
1714566730.1516366,0.59700280427932739 0.77801191806793213 0.31622642278671265,-0.42605164647102356  0.56206458806991577   0.5623132586479187 -0.43170267343521118,0.59700280427932739 0.77801191806793213 0.31622642278671265,-0.42605164647102356  0.56206458806991577   0.5623132586479187 -0.43170267343521118
1714566730.1566415,0.59710347652435303 0.77268862724304199 0.31629025936126709,-0.42727097868919373   0.5612180233001709  0.56145787239074707 -0.43271106481552124,0.59710347652435303 0.77268862724304199 0.31629025936126709,-0.42727097868919373   0.5612180233001709  0.56145787239074707 -0.43271106481552124
1714566730.1616378,0.59722959995269775 0.76736044883728027 0.31632426381111145,-0.42856046557426453  0.56015670299530029  0.56058931350708008 -0.43393546342849731,0.59722959995269775 0.76736044883728027 0.31632426381111145,-0.42856046557426453  0.56015670299530029  0.56058931350708008 -0.43393546342849731
1714566730.1715934,0.59744769334793091 0.75912028551101685 0.31636914610862732,-0.43054237961769104  0.55852288007736206  0.55915141105651855 -0.43593022227287292,0.59744769334793091 0.75912028551101685 0.31636914610862732,-0.43054237961769104  0.55852288007736206  0.55915141105651855 -0.43593022227287292
1714566730.1766376,0.59762281179428101 0.75356018543243408 0.31640714406967163, -0.4317375123500824  0.55742532014846802  0.55822259187698364 -0.43734109401702881,0.59762281179428101 0.75356018543243408 0.31640714406967163, -0.4317375123500824  0.55742532014846802  0.55822259187698364 -0.43734109401702881
1714566730.181669,0.59779351949691772 0.74797141551971436 0.31641587615013123,-0.43297097086906433  0.55631166696548462  0.55709290504455566 -0.43897718191146851,0.59779351949691772 0.74797141551971436 0.31641587615013123,-0.43297097086906433  0.55631166696548462  0.55709290504455566 -0.43897718191146851
1714566730.1866677,0.59797888994216919 0.74230611324310303 0.31643989682197571,-0.43437263369560242  0.55520468950271606  0.55585765838623047 -0.44055697321891785,0.59797888994216919 0.74230611324310303 0.31643989682197571,-0.43437263369560242  0.55520468950271606  0.55585765838623047 -0.44055697321891785
1714566730.1966369,0.59821969270706177 0.73375588655471802 0.31643721461296082,-0.43668314814567566  0.55344343185424805  0.55383867025375366 -0.44302475452423096,0.59821969270706177 0.73375588655471802 0.31643721461296082,-0.43668314814567566  0.55344343185424805  0.55383867025375366 -0.44302475452423096
1714566730.2016373,0.59841686487197876 0.72799926996231079 0.31645944714546204,-0.43828022480010986  0.55223357677459717  0.55238896608352661 -0.44476392865180969,0.59841686487197876 0.72799926996231079 0.31645944714546204,-0.43828022480010986  0.55223357677459717  0.55238896608352661 -0.44476392865180969
