RosTime,PositionForIiwa7,OrientationForIiwa7,PositionForIiwa14,OrientationForIiwa14
1715016583.6602855,-0.11576109379529953  0.71636134386062622  -0.3789878785610199, 0.05601220577955246 -0.38545376062393188 0.059984661638736725  0.91907012462615967,-0.11576109379529953  0.71636134386062622  -0.3789878785610199, 0.05601220577955246 -0.38545376062393188 0.059984661638736725  0.91907012462615967
1715016583.6652601,-0.11332624405622482  0.71555721759796143 -0.36118459701538086,0.050935503095388412 -0.37459251284599304 0.063118278980255127  0.92363524436950684,-0.11332624405622482  0.71555721759796143 -0.36118459701538086,0.050935503095388412 -0.37459251284599304 0.063118278980255127  0.92363524436950684
1715016583.6703038,-0.1115526407957077 0.71400070190429688 -0.3423154354095459,0.047221332788467407 -0.35766825079917908 0.065453574061393738  0.93035441637039185,-0.1115526407957077 0.71400070190429688 -0.3423154354095459,0.047221332788467407 -0.35766825079917908 0.065453574061393738  0.93035441637039185
1715016583.675287, -0.1090511828660965  0.71339154243469238 -0.32548600435256958,0.040415644645690918 -0.34801611304283142 0.067616179585456848   0.9341731071472168, -0.1090511828660965  0.71339154243469238 -0.32548600435256958,0.040415644645690918 -0.34801611304283142 0.067616179585456848   0.9341731071472168
1715016583.6802866, -0.1066322848200798  0.71286392211914062 -0.30856361985206604,0.035512223839759827 -0.33764305710792542  0.06969190388917923  0.93801867961883545, -0.1066322848200798  0.71286392211914062 -0.30856361985206604,0.035512223839759827 -0.33764305710792542  0.06969190388917923  0.93801867961883545
1715016583.6852441,-0.10528436303138733  0.71283000707626343 -0.30045011639595032,0.030108422040939331 -0.33386826515197754 0.071351639926433563  0.93943303823471069,-0.10528436303138733  0.71283000707626343 -0.30045011639595032,0.030108422040939331 -0.33386826515197754 0.071351639926433563  0.93943303823471069
1715016583.6903131,-0.10211487114429474  0.71269285678863525 -0.28495490550994873,0.026350554078817368 -0.32968971133232117 0.072375386953353882  0.94094216823577881,-0.10211487114429474  0.71269285678863525 -0.28495490550994873,0.026350554078817368 -0.32968971133232117 0.072375386953353882  0.94094216823577881
1715016583.6952882,-0.099580034613609314   0.71239602565765381  -0.26871061325073242,0.020946243777871132 -0.31866586208343506 0.073766492307186127  0.94476020336151123,-0.099580034613609314   0.71239602565765381  -0.26871061325073242,0.020946243777871132 -0.31866586208343506 0.073766492307186127  0.94476020336151123
1715016583.7002861,-0.096974655985832214   0.71197563409805298  -0.25313359498977661,0.015391611494123936 -0.30880874395370483 0.075904466211795807  0.94796562194824219,-0.096974655985832214   0.71197563409805298  -0.25313359498977661,0.015391611494123936 -0.30880874395370483 0.075904466211795807  0.94796562194824219
1715016583.7053156,-0.09484458714723587  0.71115154027938843 -0.23732326924800873,0.0080912178382277489   -0.2931092381477356  0.078890599310398102   0.95278424024581909,-0.09484458714723587  0.71115154027938843 -0.23732326924800873,0.0080912178382277489   -0.2931092381477356  0.078890599310398102   0.95278424024581909
1715016583.7102671,-0.093319535255432129   0.71149718761444092  -0.23048512637615204,0.0069190901704132557  -0.29179549217224121  0.077256627380847931   0.95333045721054077,-0.093319535255432129   0.71149718761444092  -0.23048512637615204,0.0069190901704132557  -0.29179549217224121  0.077256627380847931   0.95333045721054077
1715016583.7153103,-0.090931154787540436   0.71050995588302612  -0.21535381674766541,-0.00017389515414834023    -0.27764216065406799    0.081338450312614441     0.95723497867584229,-0.090931154787540436   0.71050995588302612  -0.21535381674766541,-0.00017389515414834023    -0.27764216065406799    0.081338450312614441     0.95723497867584229
1715016583.720288,-0.088203214108943939   0.71027714014053345  -0.20091207325458527,-0.0057913521304726601   -0.26706334948539734   0.083720222115516663    0.96001797914505005,-0.088203214108943939   0.71027714014053345  -0.20091207325458527,-0.0057913521304726601   -0.26706334948539734   0.083720222115516663    0.96001797914505005
1715016583.7252891,-0.085210904479026794   0.70984053611755371  -0.18770104646682739,-0.012459725141525269  -0.25741234421730042   0.08577253669500351   0.96240675449371338,-0.085210904479026794   0.70984053611755371  -0.18770104646682739,-0.012459725141525269  -0.25741234421730042   0.08577253669500351   0.96240675449371338
1715016583.7302856,-0.082876071333885193   0.70958000421524048  -0.17360037565231323,-0.017207222059369087   -0.2460816502571106  0.087649159133434296   0.96512454748153687,-0.082876071333885193   0.70958000421524048  -0.17360037565231323,-0.017207222059369087   -0.2460816502571106  0.087649159133434296   0.96512454748153687
1715016583.7352891,-0.081468641757965088   0.70947486162185669  -0.16684114933013916,-0.02012300118803978 -0.24083128571510315 0.088560223579406738  0.96630865335464478,-0.081468641757965088   0.70947486162185669  -0.16684114933013916,-0.02012300118803978 -0.24083128571510315 0.088560223579406738  0.96630865335464478
1715016583.740289,-0.078865356743335724   0.70899355411529541   -0.1541128009557724,-0.02554607205092907 -0.23160779476165771 0.090161338448524475  0.96828514337539673,-0.078865356743335724   0.70899355411529541   -0.1541128009557724,-0.02554607205092907 -0.23160779476165771 0.090161338448524475  0.96828514337539673
1715016583.7452903,-0.076062217354774475   0.70865362882614136  -0.14115110039710999,-0.029105834662914276  -0.21876606345176697  0.093023732304573059   0.97089689970016479,-0.076062217354774475   0.70865362882614136  -0.14115110039710999,-0.029105834662914276  -0.21876606345176697  0.093023732304573059   0.97089689970016479
1715016583.7502866,-0.073253042995929718    0.7084617018699646   -0.1289665549993515,-0.034813635051250458  -0.20825068652629852  0.094193607568740845   0.97290658950805664,-0.073253042995929718    0.7084617018699646   -0.1289665549993515,-0.034813635051250458  -0.20825068652629852  0.094193607568740845   0.97290658950805664
1715016583.7552857,-0.070375613868236542   0.70833134651184082  -0.11711478978395462,-0.041269615292549133  -0.19901275634765625  0.096165396273136139   0.97439360618591309,-0.070375613868236542   0.70833134651184082  -0.11711478978395462,-0.041269615292549133  -0.19901275634765625  0.096165396273136139   0.97439360618591309
1715016583.7602866,-0.068945616483688354   0.70830696821212769  -0.11110378056764603,-0.04251633957028389  -0.1920773833990097  0.09681566059589386  0.97566664218902588,-0.068945616483688354   0.70830696821212769  -0.11110378056764603,-0.04251633957028389  -0.1920773833990097  0.09681566059589386  0.97566664218902588
