RosTime,PositionForIiwa7,OrientationForIiwa7,PositionForIiwa14,OrientationForIiwa14
1715016680.920892,0.095171079039573669  0.66139781475067139 -0.31281128525733948,0.26440563797950745 0.19538307189941406 0.62003952264785767 0.71236652135848999,0.095171079039573669  0.66139781475067139 -0.31281128525733948,0.26440563797950745 0.19538307189941406 0.62003952264785767 0.71236652135848999
1715016680.9258912,0.092369534075260162   0.6614651083946228 -0.30838769674301147,0.27024921774864197 0.19531483948230743 0.61218011379241943 0.71697485446929932,0.092369534075260162   0.6614651083946228 -0.30838769674301147,0.27024921774864197 0.19531483948230743 0.61218011379241943 0.71697485446929932
1715016680.9308937,0.088817380368709564  0.66024941205978394 -0.29762837290763855,0.26861575245857239 0.19675983488559723 0.60962575674057007 0.71936607360839844,0.088817380368709564  0.66024941205978394 -0.29762837290763855,0.26861575245857239 0.19675983488559723 0.60962575674057007 0.71936607360839844
1715016680.9358921,0.084197379648685455  0.65949803590774536 -0.28693628311157227,0.27005106210708618 0.19427250325679779 0.60280108451843262 0.72523200511932373,0.084197379648685455  0.65949803590774536 -0.28693628311157227,0.27005106210708618 0.19427250325679779 0.60280108451843262 0.72523200511932373
1715016680.9408536,0.080586031079292297  0.65839993953704834 -0.27569955587387085,0.26767945289611816 0.19446000456809998 0.59955435991287231 0.72874385118484497,0.080586031079292297  0.65839993953704834 -0.27569955587387085,0.26767945289611816 0.19446000456809998 0.59955435991287231 0.72874385118484497
1715016680.945852,0.075975328683853149  0.65755283832550049  -0.2653154730796814,0.27065366506576538 0.19043870270252228 0.59325921535491943  0.7338414192199707,0.075975328683853149  0.65755283832550049  -0.2653154730796814,0.27065366506576538 0.19043870270252228 0.59325921535491943  0.7338414192199707
1715016680.9508936,0.074358835816383362  0.65700137615203857 -0.25943577289581299,0.26820746064186096 0.19199483096599579 0.59198170900344849 0.73536413908004761,0.074358835816383362  0.65700137615203857 -0.25943577289581299,0.26820746064186096 0.19199483096599579 0.59198170900344849 0.73536413908004761
1715016680.9558961,0.070240221917629242  0.65597707033157349 -0.24848924577236176,0.26819276809692383 0.18968035280704498 0.58706271648406982 0.73989957571029663,0.070240221917629242  0.65597707033157349 -0.24848924577236176,0.26819276809692383 0.18968035280704498 0.58706271648406982 0.73989957571029663
1715016680.960892,0.065703064203262329  0.65509456396102905 -0.23781700432300568,0.27033385634422302  0.1846671849489212  0.5808601975440979 0.74526441097259521,0.065703064203262329  0.65509456396102905 -0.23781700432300568,0.27033385634422302  0.1846671849489212  0.5808601975440979 0.74526441097259521
1715016680.9658954,0.061792697757482529  0.65405875444412231 -0.22618961334228516,0.26712906360626221 0.18495629727840424 0.57750135660171509 0.74894952774047852,0.061792697757482529  0.65405875444412231 -0.22618961334228516,0.26712906360626221 0.18495629727840424 0.57750135660171509 0.74894952774047852
1715016680.9709213,0.058187473565340042  0.65294981002807617 -0.21530252695083618,0.26667952537536621 0.18218293786048889 0.57369536161422729  0.7527051568031311,0.058187473565340042  0.65294981002807617 -0.21530252695083618,0.26667952537536621 0.18218293786048889 0.57369536161422729  0.7527051568031311
1715016680.9759302,0.056323964148759842  0.65246319770812988 -0.20988120138645172,0.26652282476425171  0.1810295432806015 0.57113277912139893 0.75498425960540771,0.056323964148759842  0.65246319770812988 -0.20988120138645172,0.26652282476425171  0.1810295432806015 0.57113277912139893 0.75498425960540771
1715016680.9808936,0.052484937012195587  0.65186512470245361 -0.19875127077102661,0.26314002275466919 0.17868760228157043 0.56696748733520508 0.75985258817672729,0.052484937012195587  0.65186512470245361 -0.19875127077102661,0.26314002275466919 0.17868760228157043 0.56696748733520508 0.75985258817672729
1715016680.9858952,0.048849631100893021  0.65100163221359253  -0.1876041442155838,0.26202401518821716 0.17655451595783234 0.56317764520645142 0.76354622840881348,0.048849631100893021  0.65100163221359253  -0.1876041442155838,0.26202401518821716 0.17655451595783234 0.56317764520645142 0.76354622840881348
1715016680.9908929,0.044999312609434128  0.65025532245635986 -0.17673926055431366,0.26150065660476685 0.17435848712921143 0.55868822336196899 0.76751810312271118,0.044999312609434128  0.65025532245635986 -0.17673926055431366,0.26150065660476685 0.17435848712921143 0.55868822336196899 0.76751810312271118
1715016680.9958966, 0.04151482880115509  0.64960622787475586 -0.16555675864219666,0.26057866215705872 0.17201445996761322 0.55490571260452271 0.77109622955322266, 0.04151482880115509  0.64960622787475586 -0.16555675864219666,0.26057866215705872 0.17201445996761322 0.55490571260452271 0.77109622955322266
