RosTime,PositionForIiwa7,OrientationForIiwa7,PositionForIiwa14,OrientationForIiwa14
1715860594.5459287,0.49960795044898987 0.86830198764801025 0.27305257320404053,0.0011600075522437692  0.020698947831988335    0.1879822313785553   0.98195362091064453,0.49960795044898987 0.86830198764801025 0.27305257320404053,0.0011600075522437692  0.020698947831988335    0.1879822313785553   0.98195362091064453
1715860594.5509048,0.50023609399795532 0.86319136619567871 0.27319982647895813,0.0011792900040745735  0.020439330488443375   0.18773645162582397   0.98200607299804688,0.50023609399795532 0.86319136619567871 0.27319982647895813,0.0011792900040745735  0.020439330488443375   0.18773645162582397   0.98200607299804688
1715860594.5559301,0.50083827972412109 0.85791963338851929 0.27316388487815857,0.0015017107361927629  0.020754789933562279   0.18760111927986145   0.98202484846115112,0.50083827972412109 0.85791963338851929 0.27316388487815857,0.0015017107361927629  0.020754789933562279   0.18760111927986145   0.98202484846115112
1715860594.5659411,0.50176423788070679 0.84977346658706665 0.27321791648864746,0.00094817689387127757   0.020338883623480797    0.18700088560581207    0.98214870691299438,0.50176423788070679 0.84977346658706665 0.27321791648864746,0.00094817689387127757   0.020338883623480797    0.18700088560581207    0.98214870691299438
1715860594.5709043,0.50239425897598267 0.84417462348937988 0.27325129508972168,0.0014945636503398418  0.020756524056196213   0.18656013906002045   0.98222309350967407,0.50239425897598267 0.84417462348937988 0.27325129508972168,0.0014945636503398418  0.020756524056196213   0.18656013906002045   0.98222309350967407
1715860594.5759051,0.50307625532150269 0.83846962451934814 0.27323231101036072,0.0018061235314235091  0.020759051665663719   0.18593509495258331   0.98234105110168457,0.50307625532150269 0.83846962451934814 0.27323231101036072,0.0018061235314235091  0.020759051665663719   0.18593509495258331   0.98234105110168457
1715860594.5809047,0.50373679399490356 0.83273714780807495 0.27319282293319702,0.0015347982989624143  0.021314820274710655   0.18558052182197571   0.98239666223526001,0.50373679399490356 0.83273714780807495 0.27319282293319702,0.0015347982989624143  0.021314820274710655   0.18558052182197571   0.98239666223526001
1715860594.590904,0.50480127334594727 0.82394343614578247 0.27344062924385071,0.0014732304261997342  0.020564623177051544   0.18536004424095154   0.98245435953140259,0.50480127334594727 0.82394343614578247 0.27344062924385071,0.0014732304261997342  0.020564623177051544   0.18536004424095154   0.98245435953140259
1715860594.5958982,0.50553858280181885 0.81796532869338989 0.27345341444015503,0.0012497042771428823  0.019957568496465683   0.18469329178333282   0.98259276151657104,0.50553858280181885 0.81796532869338989 0.27345341444015503,0.0012497042771428823  0.019957568496465683   0.18469329178333282   0.98259276151657104
1715860594.6009064,0.50626957416534424  0.8118823766708374 0.27339869737625122,0.0014894173946231604   0.01999865286052227   0.18442617356777191   0.98264175653457642,0.50626957416534424  0.8118823766708374 0.27339869737625122,0.0014894173946231604   0.01999865286052227   0.18442617356777191   0.98264175653457642
