Index,RecSession,HitNumber,IiwaNumber,DesiredFlux,HittingFlux,DistanceTraveled,HittingInertia,AttractorPos,HittingPos,ObjectOrientation,HittingOrientation,ObjectPosStart,ObjectPosEnd
0,2024-05-07_18:04:00__clean_paper,22,14,1.165,0.806415319442749,0.3319140159391825,4.659655332423883,"[0.56259263, -0.27338225, 0.19917957]","[0.52656567, -0.23701461, 0.20287694]","[-0.00272450387, 0.000961490849, -0.0111114383, 0.999934077]","[0.48069748, -0.45475429, 0.55749452, 0.50132656]","[0.53772557, 1.08122313, 0.27752623]","[0.59812027, 0.75485253, 0.27880183]"
1,2024-05-07_18:04:00__clean_paper,264,14,0.584,0.610901415348053,0.1907059335027128,4.4964105158959615,"[0.55538523, -0.27435571, 0.19912355]","[0.52241725, -0.24321245, 0.2300791]","[-0.00300477, 0.00116854, 0.00394255, 0.99998701]","[0.50670207, -0.49834943, 0.5050028, 0.48976833]","[0.53136355, 1.08019912, 0.2766839]","[0.52985871, 0.8895033, 0.27794561]"
2,2024-05-07_18:04:00__clean_paper,240,14,0.671,0.7710340023040771,0.3516262336747087,4.624833190310938,"[0.55318773, -0.28761327, 0.19915287]","[0.50680643, -0.2601079, 0.24244742]","[-0.00253079, 0.00142673, 0.03398653, 0.99941808]","[0.50827068, -0.49762389, 0.50425923, 0.48964676]","[0.52901208, 1.06647968, 0.27697113]","[0.43843624, 0.72672224, 0.27835134]"
3,2024-05-07_18:04:00__clean_paper,260,14,0.596,0.6162018775939941,0.226398099128215,4.497780795859961,"[0.54711026, -0.27202493, 0.19914387]","[0.51825905, -0.24226977, 0.22682588]","[-0.00241994, 0.00117165, 0.0120733, 0.99992353]","[0.50624251, -0.49645346, 0.50453293, 0.49264491]","[0.52315474, 1.08254051, 0.27707908]","[0.4859651, 0.85921913, 0.27784884]"
4,2024-05-07_18:04:00__clean_paper,232,14,0.691,0.7146608829498291,0.2559615716311118,4.564512804998073,"[0.54557043, -0.27771837, 0.1991284]","[0.50835633, -0.24709697, 0.23442778]","[-0.00326543115, 0.000662265986, 0.00683222385, 0.999971092]","[0.50903702, -0.49853557, 0.50454396, 0.48762587]","[0.52145481, 1.07688344, 0.27695635]","[0.51354253, 0.82104719, 0.27819571]"
5,2024-05-07_18:04:00__clean_paper,280,14,0.556,0.5836546421051025,0.1906447027654673,4.531238390657294,"[0.54486799, -0.2755385, 0.19907461]","[0.51056129, -0.24420287, 0.23396268]","[-0.00287508, 0.00136861, 0.02236093, 0.99974489]","[0.50957096, -0.49858522, 0.50101483, 0.4906469]","[0.52081305, 1.0787853, 0.27680987]","[0.47309232, 0.89421135, 0.2775794]"
6,2024-05-07_18:04:00__clean_paper,276,14,0.559,0.5923896431922913,0.2137422087091611,4.537331048154737,"[0.52657348, -0.28113669, 0.19921176]","[0.50332814, -0.24735472, 0.23006184]","[-0.00261007, 0.00163264, 0.02601145, 0.99965692]","[0.50400883, -0.50310922, 0.49917918, 0.4936358]","[0.50269526, 1.07313311, 0.27659398]","[0.43528742, 0.87030053, 0.27752063]"
7,2024-05-07_18:04:00__clean_paper,246,14,0.657,0.6688273549079895,0.3721446909459233,4.372523693211612,"[0.53574097, -0.27833104, 0.1989346]","[0.51212329, -0.24635039, 0.15311994]","[-0.00442806, 0.00136405, 0.03460498, 0.9993903]","[0.49155596, -0.4777081, 0.52283162, 0.50676894]","[0.51074833, 1.07663107, 0.27761409]","[0.38597745, 0.72602671, 0.27831021]"
8,2024-05-07_18:04:00__clean_paper,233,7,0.684,0.7574447989463806,0.3647112947557234,4.412685894361891,"[0.55234385, 0.3215214, 0.2200492]","[0.56323278, 0.30535221, 0.20823459]","[-0.00399649329, 0.000876013364, -0.0306633301, 0.999521375]","[-0.70482302, -0.00162897, -0.00261538, 0.70937645]","[0.55193436, 0.43298417, 0.27969968]","[0.38540465, 0.75744778, 0.27734363]"
9,2024-05-07_18:04:00__clean_paper,217,7,0.715,0.7845035195350647,0.3549644523215616,4.386393778810503,"[0.54520547, 0.31686133, 0.21983537]","[0.56377751, 0.30120009, 0.20194009]","[-0.0040877494, 0.000628285343, -0.0208366234, 0.999774337]","[-0.706765473, -1.19331537e-06, 0.000669149333, 0.707447588]","[0.5451169, 0.42759135, 0.27970636]","[0.37562904, 0.73946971, 0.27735707]"
