RosTime,PositionForIiwa7,OrientationForIiwa7,PositionForIiwa14,OrientationForIiwa14
1714571874.9445217, 0.5595431923866272 0.41168111562728882 0.28003334999084473, -0.0022595762275159359  1.4820459000475239e-05 -0.00066480238456279039     0.99999719858169556, 0.5595431923866272 0.41168111562728882 0.28003334999084473, -0.0022595762275159359  1.4820459000475239e-05 -0.00066480238456279039     0.99999719858169556
1714571874.9495227,0.55953937768936157 0.41167601943016052   0.280068039894104, -0.0021734749898314476  2.3522867195424624e-05 -0.00069405074464157224     0.99999737739562988,0.55953937768936157 0.41167601943016052   0.280068039894104, -0.0021734749898314476  2.3522867195424624e-05 -0.00069405074464157224     0.99999737739562988
1714571874.9545214,0.55953460931777954 0.41166853904724121 0.28006002306938171, -0.0022097828332334757 -4.1328130464535207e-05 -0.00066472467733547091     0.99999731779098511,0.55953460931777954 0.41166853904724121 0.28006002306938171, -0.0022097828332334757 -4.1328130464535207e-05 -0.00066472467733547091     0.99999731779098511
1714571874.9595311,0.55951690673828125 0.41167366504669189 0.28010797500610352, -0.0022209715098142624 -2.3292037440114655e-05 -0.00066442345269024372     0.99999731779098511,0.55951690673828125 0.41167366504669189 0.28010797500610352, -0.0022209715098142624 -2.3292037440114655e-05 -0.00066442345269024372     0.99999731779098511
1714571874.9644806,0.55951625108718872 0.41168427467346191 0.28008365631103516, -0.0022377134300768375 -4.4392818381311372e-05 -0.00066790485288947821     0.99999725818634033,0.55951625108718872 0.41168427467346191 0.28008365631103516, -0.0022377134300768375 -4.4392818381311372e-05 -0.00066790485288947821     0.99999725818634033
1714571874.9695168,0.55953925848007202 0.41169071197509766 0.28005179762840271, -0.0021604946814477444  3.6055243981536478e-05 -0.00069268577499315143     0.99999743700027466,0.55953925848007202 0.41169071197509766 0.28005179762840271, -0.0021604946814477444  3.6055243981536478e-05 -0.00069268577499315143     0.99999743700027466
1714571874.9745145,0.55954456329345703 0.41171202063560486 0.28001514077186584, -0.0022638922091573477 -9.7050806289189495e-06 -0.00064621889032423496     0.99999725818634033,0.55954456329345703 0.41171202063560486 0.28001514077186584, -0.0022638922091573477 -9.7050806289189495e-06 -0.00064621889032423496     0.99999725818634033
1714571874.9795473,0.55950725078582764   0.411783367395401 0.27998924255371094, -0.002285640686750412 2.1121872123330832e-05 -0.0006179009797051549    0.99999719858169556,0.55950725078582764   0.411783367395401 0.27998924255371094, -0.002285640686750412 2.1121872123330832e-05 -0.0006179009797051549    0.99999719858169556
1714571874.9845197,0.55949872732162476  0.4118645191192627 0.27999803423881531, -0.0022520136553794146  2.4748818759690039e-05 -0.00055817689280956984     0.99999731779098511,0.55949872732162476  0.4118645191192627 0.27999803423881531, -0.0022520136553794146  2.4748818759690039e-05 -0.00055817689280956984     0.99999731779098511
1714571874.9895148,0.55949670076370239 0.41191065311431885 0.27998253703117371,-0.0022130596917122602 7.7446158684324473e-05 -0.0006048456416465342    0.99999737739562988,0.55949670076370239 0.41191065311431885 0.27998253703117371,-0.0022130596917122602 7.7446158684324473e-05 -0.0006048456416465342    0.99999737739562988
1714571874.9945157,0.55951368808746338 0.41190111637115479 0.28000912070274353, -0.0022282558493316174  3.7204059481155127e-05 -0.00057426124112680554     0.99999737739562988,0.55951368808746338 0.41190111637115479 0.28000912070274353, -0.0022282558493316174  3.7204059481155127e-05 -0.00057426124112680554     0.99999737739562988
1714571874.9995689,0.55954009294509888 0.41188156604766846 0.28001609444618225, -0.0022250374313443899  3.2170722988666967e-05 -0.00061510218074545264     0.99999731779098511,0.55954009294509888 0.41188156604766846 0.28001609444618225, -0.0022250374313443899  3.2170722988666967e-05 -0.00061510218074545264     0.99999731779098511
1714571875.0045357,0.55960923433303833 0.41185253858566284  0.2799670398235321, -0.0022022940684109926  6.5353313402738422e-05 -0.00065032724523916841     0.99999737739562988,0.55960923433303833 0.41185253858566284  0.2799670398235321, -0.0022022940684109926  6.5353313402738422e-05 -0.00065032724523916841     0.99999737739562988
1714571875.0095162,0.55964398384094238 0.41185939311981201 0.27997305989265442, -0.0021737001370638609  6.5288026235066354e-05 -0.00064553605625405908     0.99999743700027466,0.55964398384094238 0.41185939311981201 0.27997305989265442, -0.0021737001370638609  6.5288026235066354e-05 -0.00064553605625405908     0.99999743700027466
1714571875.0145137,  0.559620201587677 0.41188356280326843 0.28003031015396118, -0.0021032346412539482  0.00011256580910412595 -0.00070742703974246979     0.99999755620956421,  0.559620201587677 0.41188356280326843 0.28003031015396118, -0.0021032346412539482  0.00011256580910412595 -0.00070742703974246979     0.99999755620956421
1714571875.0195136,0.55960255861282349 0.41190454363822937 0.28001582622528076, -0.0021982204634696245  4.2803334508789703e-05 -0.00066740164766088128     0.99999737739562988,0.55960255861282349 0.41190454363822937 0.28001582622528076, -0.0021982204634696245  4.2803334508789703e-05 -0.00066740164766088128     0.99999737739562988
1714571875.0244968,0.55955988168716431 0.41194996237754822 0.28000345826148987, -0.0022190206218510866  2.7466279789223336e-05 -0.00061737559735774994     0.99999731779098511,0.55955988168716431 0.41194996237754822 0.28000345826148987, -0.0022190206218510866  2.7466279789223336e-05 -0.00061737559735774994     0.99999731779098511
1714571875.029541,0.55951166152954102 0.41197335720062256 0.28003025054931641, -0.0022313785739243031  1.9753106244024821e-06 -0.00058848172193393111     0.99999731779098511,0.55951166152954102 0.41197335720062256 0.28003025054931641, -0.0022313785739243031  1.9753106244024821e-06 -0.00058848172193393111     0.99999731779098511
