RosTime,PositionForIiwa7,OrientationForIiwa7,PositionForIiwa14,OrientationForIiwa14
1714572046.1317587,0.55857646465301514 0.80839014053344727 0.27759462594985962,0.0023231459781527519 0.0029249656945466995 -0.031071197241544724   0.99951016902923584,0.55857646465301514 0.80839014053344727 0.27759462594985962,0.0023231459781527519 0.0029249656945466995 -0.031071197241544724   0.99951016902923584
1714572046.1367254,0.55866676568984985 0.80327451229095459 0.27761363983154297,0.0024478668347001076 0.0029816466849297285 -0.031778257340192795   0.99948751926422119,0.55866676568984985 0.80327451229095459 0.27761363983154297,0.0024478668347001076 0.0029816466849297285 -0.031778257340192795   0.99948751926422119
1714572046.1417692,0.55872976779937744 0.79812628030776978 0.27762022614479065,0.0020951314363628626 0.0026131346821784973 -0.032142665237188339   0.99947768449783325,0.55872976779937744 0.79812628030776978 0.27762022614479065,0.0020951314363628626 0.0026131346821784973 -0.032142665237188339   0.99947768449783325
1714572046.1467702,0.55884420871734619 0.79290568828582764 0.27766665816307068,0.0023458672221750021 0.0026074813213199377 -0.032688744366168976   0.99945944547653198,0.55884420871734619 0.79290568828582764 0.27766665816307068,0.0023458672221750021 0.0026074813213199377 -0.032688744366168976   0.99945944547653198
1714572046.1567247,0.55901426076889038 0.78489094972610474 0.27773496508598328,0.0028137038461863995 0.0025914260186254978 -0.033144194632768631   0.99944323301315308,0.55901426076889038 0.78489094972610474 0.27773496508598328,0.0028137038461863995 0.0025914260186254978 -0.033144194632768631   0.99944323301315308
1714572046.1617637,0.55917245149612427 0.77951991558074951 0.27776217460632324,0.0025972109287977219  0.002846176503226161 -0.033250324428081512   0.99943965673446655,0.55917245149612427 0.77951991558074951 0.27776217460632324,0.0025972109287977219  0.002846176503226161 -0.033250324428081512   0.99943965673446655
1714572046.1667626,0.55933809280395508 0.77405047416687012 0.27779245376586914, 0.002521362854167819 0.0030244961380958557 -0.033219147473573685   0.99944031238555908,0.55933809280395508 0.77405047416687012 0.27779245376586914, 0.002521362854167819 0.0030244961380958557 -0.033219147473573685   0.99944031238555908
1714572046.1717718,0.55956399440765381 0.76858061552047729 0.27788656949996948,0.0026540032122284174 0.0031401682645082474 -0.033187627792358398   0.99944067001342773,0.55956399440765381 0.76858061552047729 0.27788656949996948,0.0026540032122284174 0.0031401682645082474 -0.033187627792358398   0.99944067001342773
1714572046.1817594,0.55986839532852173 0.76028507947921753 0.27788820862770081,0.0026251997333019972 0.0026593224611133337 -0.032914038747549057   0.99945122003555298,0.55986839532852173 0.76028507947921753 0.27788820862770081,0.0026251997333019972 0.0026593224611133337 -0.032914038747549057   0.99945122003555298
1714572046.186758, 0.5601237416267395 0.75467211008071899 0.27791810035705566,0.0021291750017553568 0.0024745480623096228 -0.032319877296686172   0.99947226047515869, 0.5601237416267395 0.75467211008071899 0.27791810035705566,0.0021291750017553568 0.0024745480623096228 -0.032319877296686172   0.99947226047515869
1714572046.1917324,0.56033217906951904 0.74903839826583862 0.27794545888900757,0.0021365981083363295 0.0028024280909448862 -0.031841620802879333   0.99948668479919434,0.56033217906951904 0.74903839826583862 0.27794545888900757,0.0021365981083363295 0.0028024280909448862 -0.031841620802879333   0.99948668479919434
