RosTime,PositionForIiwa7,OrientationForIiwa7,PositionForIiwa14,OrientationForIiwa14
1715106313.7592468,0.52033513784408569 0.84784603118896484 0.27828845381736755,-0.0036693073343485594  0.0020037922076880932    0.16357755661010742    0.98652160167694092,0.52033513784408569 0.84784603118896484 0.27828845381736755,-0.0036693073343485594  0.0020037922076880932    0.16357755661010742    0.98652160167694092
1715106313.7642488,0.52023249864578247 0.85298103094100952  0.2783132791519165,-0.0034356550313532352  0.0020444670226424932    0.15725855529308319    0.98754936456680298,0.52023249864578247 0.85298103094100952  0.2783132791519165,-0.0034356550313532352  0.0020444670226424932    0.15725855529308319    0.98754936456680298
1715106313.7742479,0.52009463310241699 0.86084598302841187 0.27828067541122437,-0.0033886418677866459   0.002040899358689785    0.14739137887954712     0.9890703558921814,0.52009463310241699 0.86084598302841187 0.27828067541122437,-0.0033886418677866459   0.002040899358689785    0.14739137887954712     0.9890703558921814
1715106313.7792511,0.52012789249420166 0.86617171764373779 0.27816981077194214,-0.0035510789602994919   0.001646961085498333    0.14112526178359985    0.98998403549194336,0.52012789249420166 0.86617171764373779 0.27816981077194214,-0.0035510789602994919   0.001646961085498333    0.14112526178359985    0.98998403549194336
1715106313.7892706,0.52016365528106689 0.87700033187866211  0.2781653106212616,-0.003487501060590148 0.0019219247624278069   0.12729023396968842   0.99185752868652344,0.52016365528106689 0.87700033187866211  0.2781653106212616,-0.003487501060590148 0.0019219247624278069   0.12729023396968842   0.99185752868652344
1715106313.7992506,0.52038359642028809 0.88519799709320068 0.27811598777770996,-0.0035702588502317667  0.0019724774174392223    0.11727360635995865    0.99309128522872925,0.52038359642028809 0.88519799709320068 0.27811598777770996,-0.0035702588502317667  0.0019724774174392223    0.11727360635995865    0.99309128522872925
1715106313.8042464,0.52050668001174927 0.89070034027099609 0.27813583612442017,-0.0033655709121376276  0.0019776679109781981    0.11031623184680939    0.99388885498046875,0.52050668001174927 0.89070034027099609 0.27813583612442017,-0.0033655709121376276  0.0019776679109781981    0.11031623184680939    0.99388885498046875
1715106313.8092518,0.52070939540863037 0.89628100395202637 0.27805903553962708,-0.0034367982298135757  0.0020616715773940086    0.10354629158973694    0.99461656808853149,0.52070939540863037 0.89628100395202637 0.27805903553962708,-0.0034367982298135757  0.0020616715773940086    0.10354629158973694    0.99461656808853149
1715106313.8142269,0.52092850208282471 0.90175235271453857 0.27814355492591858,-0.0035161436535418034  0.0019392610993236303   0.097016297280788422    0.99527466297149658,0.52092850208282471 0.90175235271453857 0.27814355492591858,-0.0035161436535418034  0.0019392610993236303   0.097016297280788422    0.99527466297149658
1715106313.824249,0.52141803503036499 0.91008538007736206 0.27817261219024658,-0.0034435635898262262  0.0017420799704268575   0.086754053831100464    0.99622225761413574,0.52141803503036499 0.91008538007736206 0.27817261219024658,-0.0034435635898262262  0.0017420799704268575   0.086754053831100464    0.99622225761413574
1715106313.8292477,0.52128922939300537 0.91593843698501587 0.27817055583000183,-0.0034950303379446268  0.0018788899760693312   0.080422885715961456    0.99675291776657104,0.52128922939300537 0.91593843698501587 0.27817055583000183,-0.0034950303379446268  0.0018788899760693312   0.080422885715961456    0.99675291776657104
1715106313.8342769,0.52214378118515015 0.92113381624221802 0.27820611000061035,-0.0029752643313258886  0.0020945342257618904   0.073453553020954132    0.99729198217391968,0.52214378118515015 0.92113381624221802 0.27820611000061035,-0.0029752643313258886  0.0020945342257618904   0.073453553020954132    0.99729198217391968
1715106313.8442485,0.52273082733154297 0.92922204732894897 0.27809333801269531,-0.0033582169562578201   0.001934060244821012   0.063911542296409607     0.9979480504989624,0.52273082733154297 0.92922204732894897 0.27809333801269531,-0.0033582169562578201   0.001934060244821012   0.063911542296409607     0.9979480504989624
1715106313.8492501,0.52319717407226562 0.93465119600296021 0.27813589572906494,-0.0034836223348975182  0.0020666345953941345   0.057393141090869904    0.99834346771240234,0.52319717407226562 0.93465119600296021 0.27813589572906494,-0.0034836223348975182  0.0020666345953941345   0.057393141090869904    0.99834346771240234
1715106313.8542504,0.52364838123321533 0.93991494178771973 0.27811282873153687,-0.0032236650586128235  0.0018279626965522766    0.05110163614153862    0.99868661165237427,0.52364838123321533 0.93991494178771973 0.27811282873153687,-0.0032236650586128235  0.0018279626965522766    0.05110163614153862    0.99868661165237427
1715106313.8592515,0.52414077520370483 0.94517195224761963 0.27799674868583679,-0.0032297978177666664  0.0021370374597609043     0.0445428267121315     0.9989999532699585,0.52414077520370483 0.94517195224761963 0.27799674868583679,-0.0032297978177666664  0.0021370374597609043     0.0445428267121315     0.9989999532699585
1715106313.8642504,0.52458631992340088 0.95026946067810059 0.27803546190261841,-0.0030165999196469784  0.0015638066688552499   0.038203548640012741     0.9992641806602478,0.52458631992340088 0.95026946067810059 0.27803546190261841,-0.0030165999196469784  0.0015638066688552499   0.038203548640012741     0.9992641806602478
1715106313.8742464,0.52484220266342163 0.95801609754562378 0.27799144387245178,-0.0031407831702381372  0.0011546453461050987   0.029268963262438774    0.99956595897674561,0.52484220266342163 0.95801609754562378 0.27799144387245178,-0.0031407831702381372  0.0011546453461050987   0.029268963262438774    0.99956595897674561
